,sentence1,sentence2,gold_label,sentence1_lex,sentence2_lex
697,The men were outside trying to keep their voices down so as not to waken any mother indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,mother,woman
698,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any lady indoors,entailment,woman,lady
699,The men were outside trying to keep their voices down so as not to waken any lady indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,lady,woman
700,Two people are not fishing from a boat,Two people are not fishing from a lifeboat,entailment,boat,lifeboat
701,Two people are not fishing from a lifeboat,Two people are not fishing from a boat,neutral,lifeboat,boat
702,Two people are not fishing from a boat,Two people are not fishing from a skiff,entailment,boat,skiff
703,Two people are not fishing from a skiff,Two people are not fishing from a boat,neutral,skiff,boat
704,Two people are not fishing from a boat,Two people are not fishing from a tugboat,entailment,boat,tugboat
705,Two people are not fishing from a tugboat,Two people are not fishing from a boat,neutral,tugboat,boat
706,Two people are not fishing from a boat,Two people are not fishing from a speedboat,entailment,boat,speedboat
707,Two people are not fishing from a speedboat,Two people are not fishing from a boat,neutral,speedboat,boat
708,Two people are not fishing from a boat,Two people are not fishing from a gondola,entailment,boat,gondola
709,Two people are not fishing from a gondola,Two people are not fishing from a boat,neutral,gondola,boat
710,Two people are not fishing from a boat,Two people are not fishing from a barge,entailment,boat,barge
711,Two people are not fishing from a barge,Two people are not fishing from a boat,neutral,barge,boat
712,Two people are not fishing from a boat,Two people are not fishing from a ferry,entailment,boat,ferry
713,Two people are not fishing from a ferry,Two people are not fishing from a boat,neutral,ferry,boat
714,Two people are not fishing from a boat,Two people are not fishing from a canoe,entailment,boat,canoe
715,Two people are not fishing from a canoe,Two people are not fishing from a boat,neutral,canoe,boat
716,Two people are not fishing from a boat,Two people are not fishing from a motorboat,entailment,boat,motorboat
717,Two people are not fishing from a motorboat,Two people are not fishing from a boat,neutral,motorboat,boat
718,Two people are not fishing from a boat,Two people are not fishing from a rowboat,entailment,boat,rowboat
719,Two people are not fishing from a rowboat,Two people are not fishing from a boat,neutral,rowboat,boat
720,Two people are not fishing from a boat,Two people are not fishing from a houseboat,entailment,boat,houseboat
721,Two people are not fishing from a houseboat,Two people are not fishing from a boat,neutral,houseboat,boat
722,Two people are not fishing from a boat,Two people are not fishing from a kayak,entailment,boat,kayak
723,Two people are not fishing from a kayak,Two people are not fishing from a boat,neutral,kayak,boat
724,The boy is not holding a gun,The boy is not holding a weapon,neutral,gun,weapon
725,The boy is not holding a weapon,The boy is not holding a gun,entailment,weapon,gun
726,The boy is not holding a gun,The boy is not holding a twenty-two,entailment,gun,twenty-two
727,The boy is not holding a twenty-two,The boy is not holding a gun,neutral,twenty-two,gun
728,The boy is not holding a gun,The boy is not holding a handgun,entailment,gun,handgun
729,The boy is not holding a handgun,The boy is not holding a gun,neutral,handgun,gun
730,The boy is not holding a gun,The boy is not holding a rifle,entailment,gun,rifle
731,The boy is not holding a rifle,The boy is not holding a gun,neutral,rifle,gun
732,The boy is not holding a gun,The boy is not holding a revolver,entailment,gun,revolver
733,The boy is not holding a revolver,The boy is not holding a gun,neutral,revolver,gun
734,The boy is not holding a gun,The boy is not holding a shotgun,entailment,gun,shotgun
735,The boy is not holding a shotgun,The boy is not holding a gun,neutral,shotgun,gun
736,The boy is not holding a gun,The boy is not holding a pistol,entailment,gun,pistol
737,The boy is not holding a pistol,The boy is not holding a gun,neutral,pistol,gun
738,The cowboy did not fall off a horse at the competition.,The cowboy did not fall off a racehorse at the competition.,entailment,horse,racehorse
739,The cowboy did not fall off a racehorse at the competition.,The cowboy did not fall off a horse at the competition.,neutral,racehorse,horse
740,The cowboy did not fall off a horse at the competition.,The cowboy did not fall off a mare at the competition.,entailment,horse,mare
741,The cowboy did not fall off a mare at the competition.,The cowboy did not fall off a horse at the competition.,neutral,mare,horse
742,The cowboy did not fall off a horse at the competition.,The cowboy did not fall off a bronco at the competition.,entailment,horse,bronco
743,The cowboy did not fall off a bronco at the competition.,The cowboy did not fall off a horse at the competition.,neutral,bronco,horse
744,The cowboy did not fall off a horse at the competition.,The cowboy did not fall off a stallion at the competition.,entailment,horse,stallion
745,The cowboy did not fall off a stallion at the competition.,The cowboy did not fall off a horse at the competition.,neutral,stallion,horse
746,The cowboy did not fall off a horse at the competition.,The cowboy did not fall off a mustang at the competition.,entailment,horse,mustang
747,The cowboy did not fall off a mustang at the competition.,The cowboy did not fall off a horse at the competition.,neutral,mustang,horse
748,The cowboy did not fall off a horse at the competition.,The cowboy did not fall off a palomino at the competition.,entailment,horse,palomino
749,The cowboy did not fall off a palomino at the competition.,The cowboy did not fall off a horse at the competition.,neutral,palomino,horse
750,The cowboy did not fall off a horse at the competition.,The cowboy did not fall off a pinto at the competition.,entailment,horse,pinto
751,The cowboy did not fall off a pinto at the competition.,The cowboy did not fall off a horse at the competition.,neutral,pinto,horse
752,The cowboy did not fall off a horse at the competition.,The cowboy did not fall off a Clydesdale at the competition.,entailment,horse,clydesdale
753,The cowboy did not fall off a Clydesdale at the competition.,The cowboy did not fall off a horse at the competition.,neutral,clydesdale,horse
754,a cashier is not at a store,a cashier is not at a bookstore,entailment,store,bookstore
755,a cashier is not at a bookstore,a cashier is not at a store,neutral,bookstore,store
756,a cashier is not at a store,a cashier is not at a drugstore,entailment,store,drugstore
757,a cashier is not at a drugstore,a cashier is not at a store,neutral,drugstore,store
758,a cashier is not at a store,a cashier is not at a boutique,entailment,store,boutique
759,a cashier is not at a boutique,a cashier is not at a store,neutral,boutique,store
760,The woman is not wearing jewelry,The woman is not wearing chains,entailment,jewelry,chains
761,The woman is not wearing chains,The woman is not wearing jewelry,neutral,chains,jewelry
762,The woman is not wearing jewelry,The woman is not wearing rings,entailment,jewelry,rings
763,The woman is not wearing rings,The woman is not wearing jewelry,neutral,rings,jewelry
764,The woman is not wearing jewelry,The woman is not wearing earrings,entailment,jewelry,earrings
765,The woman is not wearing earrings,The woman is not wearing jewelry,neutral,earrings,jewelry
766,The woman is not wearing jewelry,The woman is not wearing necklaces,entailment,jewelry,necklaces
767,The woman is not wearing necklaces,The woman is not wearing jewelry,neutral,necklaces,jewelry
768,The woman is not wearing jewelry,The woman is not wearing ringlets,entailment,jewelry,ringlets
769,The woman is not wearing ringlets,The woman is not wearing jewelry,neutral,ringlets,jewelry
770,The woman is not wearing jewelry,The woman is not wearing bracelets,entailment,jewelry,bracelets
771,The woman is not wearing bracelets,The woman is not wearing jewelry,neutral,bracelets,jewelry
772,The woman is not wearing jewelry,The woman is not wearing bangles,entailment,jewelry,bangles
773,The woman is not wearing bangles,The woman is not wearing jewelry,neutral,bangles,jewelry
774,The girl here is not wearing any jewelry at all.,The girl here is not wearing any chains at all.,entailment,jewelry,chains
775,The girl here is not wearing any chains at all.,The girl here is not wearing any jewelry at all.,neutral,chains,jewelry
776,The girl here is not wearing any jewelry at all.,The girl here is not wearing any bracelets at all.,entailment,jewelry,bracelets
777,The girl here is not wearing any bracelets at all.,The girl here is not wearing any jewelry at all.,neutral,bracelets,jewelry
778,The girl here is not wearing any jewelry at all.,The girl here is not wearing any bangles at all.,entailment,jewelry,bangles
779,The girl here is not wearing any bangles at all.,The girl here is not wearing any jewelry at all.,neutral,bangles,jewelry
780,The girl here is not wearing any jewelry at all.,The girl here is not wearing any ringlets at all.,entailment,jewelry,ringlets
781,The girl here is not wearing any ringlets at all.,The girl here is not wearing any jewelry at all.,neutral,ringlets,jewelry
782,The girl here is not wearing any jewelry at all.,The girl here is not wearing any necklaces at all.,entailment,jewelry,necklaces
783,The girl here is not wearing any necklaces at all.,The girl here is not wearing any jewelry at all.,neutral,necklaces,jewelry
784,The girl here is not wearing any jewelry at all.,The girl here is not wearing any earrings at all.,entailment,jewelry,earrings
785,The girl here is not wearing any earrings at all.,The girl here is not wearing any jewelry at all.,neutral,earrings,jewelry
786,The girl here is not wearing any jewelry at all.,The girl here is not wearing any rings at all.,entailment,jewelry,rings
787,The girl here is not wearing any rings at all.,The girl here is not wearing any jewelry at all.,neutral,rings,jewelry
788,the boy does not play an instrument,the boy does not play a snare,entailment,instrument,snare
789,the boy does not play a snare,the boy does not play an instrument,neutral,snare,instrument
790,the boy does not play an instrument,the boy does not play a cymbal,entailment,instrument,cymbal
791,the boy does not play a cymbal,the boy does not play an instrument,neutral,cymbal,instrument
792,the boy does not play an instrument,the boy does not play a sitar,entailment,instrument,sitar
793,the boy does not play a sitar,the boy does not play an instrument,neutral,sitar,instrument
794,the boy does not play an instrument,the boy does not play a harp,entailment,instrument,harp
795,the boy does not play a harp,the boy does not play an instrument,neutral,harp,instrument
796,the boy does not play an instrument,the boy does not play a harpsichord,entailment,instrument,harpsichord
797,the boy does not play a harpsichord,the boy does not play an instrument,neutral,harpsichord,instrument
798,the boy does not play an instrument,the boy does not play a bongo,entailment,instrument,bongo
799,the boy does not play a bongo,the boy does not play an instrument,neutral,bongo,instrument
800,the boy does not play an instrument,the boy does not play a piano,entailment,instrument,piano
801,the boy does not play a piano,the boy does not play an instrument,neutral,piano,instrument
802,the boy does not play an instrument,the boy does not play an oboe,entailment,instrument,oboe
803,the boy does not play an oboe,the boy does not play an instrument,neutral,oboe,instrument
804,the boy does not play an instrument,the boy does not play a xylophone,entailment,instrument,xylophone
805,the boy does not play a xylophone,the boy does not play an instrument,neutral,xylophone,instrument
806,the boy does not play an instrument,the boy does not play a cello,entailment,instrument,cello
807,the boy does not play a cello,the boy does not play an instrument,neutral,cello,instrument
808,the boy does not play an instrument,the boy does not play a baritone,entailment,instrument,baritone
809,the boy does not play a baritone,the boy does not play an instrument,neutral,baritone,instrument
810,the boy does not play an instrument,the boy does not play a bass,entailment,instrument,bass
811,the boy does not play a bass,the boy does not play an instrument,neutral,bass,instrument
812,the boy does not play an instrument,the boy does not play a bassoon,entailment,instrument,bassoon
813,the boy does not play a bassoon,the boy does not play an instrument,neutral,bassoon,instrument
814,the boy does not play an instrument,the boy does not play an organ,entailment,instrument,organ
815,the boy does not play an organ,the boy does not play an instrument,neutral,organ,instrument
816,the boy does not play an instrument,the boy does not play a trombone,entailment,instrument,trombone
817,the boy does not play a trombone,the boy does not play an instrument,neutral,trombone,instrument
818,the boy does not play an instrument,the boy does not play a viola,entailment,instrument,viola
819,the boy does not play a viola,the boy does not play an instrument,neutral,viola,instrument
820,the boy does not play an instrument,the boy does not play a sousaphone,entailment,instrument,sousaphone
821,the boy does not play a sousaphone,the boy does not play an instrument,neutral,sousaphone,instrument
822,the boy does not play an instrument,the boy does not play a drum,entailment,instrument,drum
823,the boy does not play a drum,the boy does not play an instrument,neutral,drum,instrument
824,the boy does not play an instrument,the boy does not play a mandolin,entailment,instrument,mandolin
825,the boy does not play a mandolin,the boy does not play an instrument,neutral,mandolin,instrument
826,the boy does not play an instrument,the boy does not play a saxophone,entailment,instrument,saxophone
827,the boy does not play a saxophone,the boy does not play an instrument,neutral,saxophone,instrument
828,the boy does not play an instrument,the boy does not play an accordion,entailment,instrument,accordion
829,the boy does not play an accordion,the boy does not play an instrument,neutral,accordion,instrument
830,the boy does not play an instrument,the boy does not play a triangle,entailment,instrument,triangle
831,the boy does not play a triangle,the boy does not play an instrument,neutral,triangle,instrument
832,the boy does not play an instrument,the boy does not play a horn,entailment,instrument,horn
833,the boy does not play a horn,the boy does not play an instrument,neutral,horn,instrument
834,the boy does not play an instrument,the boy does not play a sousaphone,entailment,instrument,sousaphone
835,the boy does not play a sousaphone,the boy does not play an instrument,neutral,sousaphone,instrument
836,the boy does not play an instrument,the boy does not play a tambourine,entailment,instrument,tambourine
837,the boy does not play a tambourine,the boy does not play an instrument,neutral,tambourine,instrument
838,the boy does not play an instrument,the boy does not play a fiddle,entailment,instrument,fiddle
839,the boy does not play a fiddle,the boy does not play an instrument,neutral,fiddle,instrument
840,the boy does not play an instrument,the boy does not play a clarinet,entailment,instrument,clarinet
841,the boy does not play a clarinet,the boy does not play an instrument,neutral,clarinet,instrument
842,the boy does not play an instrument,the boy does not play a flute,entailment,instrument,flute
843,the boy does not play a flute,the boy does not play an instrument,neutral,flute,instrument
844,the boy does not play an instrument,the boy does not play an ukulele,entailment,instrument,ukulele
845,the boy does not play an ukulele,the boy does not play an instrument,neutral,ukulele,instrument
846,the boy does not play an instrument,the boy does not play a cornet,entailment,instrument,cornet
847,the boy does not play a cornet,the boy does not play an instrument,neutral,cornet,instrument
848,the boy does not play an instrument,the boy does not play a piccolo,entailment,instrument,piccolo
849,the boy does not play a piccolo,the boy does not play an instrument,neutral,piccolo,instrument
850,the boy does not play an instrument,the boy does not play a banjo,entailment,instrument,banjo
851,the boy does not play a banjo,the boy does not play an instrument,neutral,banjo,instrument
852,the boy does not play an instrument,the boy does not play a guitar,entailment,instrument,guitar
853,the boy does not play a guitar,the boy does not play an instrument,neutral,guitar,instrument
854,A man on top of a ladder not next to a tree,A man on top of a ladder not next to a plant,neutral,tree,plant
855,A man on top of a ladder not next to a plant,A man on top of a ladder not next to a tree,entailment,plant,tree
856,A man on top of a ladder not next to a tree,A man on top of a ladder not next to a sycamore,entailment,tree,sycamore
857,A man on top of a ladder not next to a sycamore,A man on top of a ladder not next to a tree,neutral,sycamore,tree
858,A man on top of a ladder not next to a tree,A man on top of a ladder not next to an ash,entailment,tree,ash
859,A man on top of a ladder not next to an ash,A man on top of a ladder not next to a tree,neutral,ash,tree
860,A man on top of a ladder not next to a tree,A man on top of a ladder not next to a magnolia,entailment,tree,magnolia
861,A man on top of a ladder not next to a magnolia,A man on top of a ladder not next to a tree,neutral,magnolia,tree
862,A man on top of a ladder not next to a tree,A man on top of a ladder not next to a willow,entailment,tree,willow
863,A man on top of a ladder not next to a willow,A man on top of a ladder not next to a tree,neutral,willow,tree
864,A man on top of a ladder not next to a tree,A man on top of a ladder not next to a pine,entailment,tree,pine
865,A man on top of a ladder not next to a pine,A man on top of a ladder not next to a tree,neutral,pine,tree
866,A man on top of a ladder not next to a tree,A man on top of a ladder not next to a cedar,entailment,tree,cedar
867,A man on top of a ladder not next to a cedar,A man on top of a ladder not next to a tree,neutral,cedar,tree
868,A man on top of a ladder not next to a tree,A man on top of a ladder not next to an oak,entailment,tree,oak
869,A man on top of a ladder not next to an oak,A man on top of a ladder not next to a tree,neutral,oak,tree
870,A man on top of a ladder not next to a tree,A man on top of a ladder not next to an elm,entailment,tree,elm
871,A man on top of a ladder not next to an elm,A man on top of a ladder not next to a tree,neutral,elm,tree
872,A man on top of a ladder not next to a tree,A man on top of a ladder not next to a dogwood,entailment,tree,dogwood
873,A man on top of a ladder not next to a dogwood,A man on top of a ladder not next to a tree,neutral,dogwood,tree
874,A man on top of a ladder not next to a tree,A man on top of a ladder not next to a fir,entailment,tree,fir
875,A man on top of a ladder not next to a fir,A man on top of a ladder not next to a tree,neutral,fir,tree
876,A man on top of a ladder not next to a tree,A man on top of a ladder not next to a palm,entailment,tree,palm
877,A man on top of a ladder not next to a palm,A man on top of a ladder not next to a tree,neutral,palm,tree
878,A man on top of a ladder not next to a tree,A man on top of a ladder not next to a birch,entailment,tree,birch
879,A man on top of a ladder not next to a birch,A man on top of a ladder not next to a tree,neutral,birch,tree
880,There is not a man cutting hair in the background.,There is not an adult cutting hair in the background.,neutral,man,adult
881,There is not an adult cutting hair in the background.,There is not a man cutting hair in the background.,entailment,adult,man
882,There is not a man cutting hair in the background.,There is not an individual cutting hair in the background.,neutral,man,individual
883,There is not an individual cutting hair in the background.,There is not a man cutting hair in the background.,entailment,individual,man
884,There is not a man cutting hair in the background.,There is not a bachelor cutting hair in the background.,entailment,man,bachelor
885,There is not a bachelor cutting hair in the background.,There is not a man cutting hair in the background.,neutral,bachelor,man
886,There is not a man cutting hair in the background.,There is not a widower cutting hair in the background.,entailment,man,widower
887,There is not a widower cutting hair in the background.,There is not a man cutting hair in the background.,neutral,widower,man
888,There is not a man cutting hair in the background.,There is not a gentleman cutting hair in the background.,entailment,man,gentleman
889,There is not a gentleman cutting hair in the background.,There is not a man cutting hair in the background.,neutral,gentleman,man
890,There is not a man cutting hair in the background.,There is not a gent cutting hair in the background.,entailment,man,gent
891,There is not a gent cutting hair in the background.,There is not a man cutting hair in the background.,neutral,gent,man
892,There is not a man cutting hair in the background.,There is not a boyfriend cutting hair in the background.,entailment,man,boyfriend
893,There is not a boyfriend cutting hair in the background.,There is not a man cutting hair in the background.,neutral,boyfriend,man
894,A man can not find a woman,A man can not find an adult,neutral,woman,adult
895,A man can not find an adult,A man can not find a woman,entailment,adult,woman
896,A man can not find a woman,A man can not find an individual,neutral,woman,individual
897,A man can not find an individual,A man can not find a woman,entailment,individual,woman
898,A man can not find a woman,A man can not find an ex-wife,entailment,woman,ex-wife
899,A man can not find an ex-wife,A man can not find a woman,neutral,ex-wife,woman
900,A man can not find a woman,A man can not find a lady,entailment,woman,lady
901,A man can not find a lady,A man can not find a woman,neutral,lady,woman
902,A man can not find a woman,A man can not find a sister,entailment,woman,sister
903,A man can not find a sister,A man can not find a woman,neutral,sister,woman
904,A man can not find a woman,A man can not find a widow,entailment,woman,widow
905,A man can not find a widow,A man can not find a woman,neutral,widow,woman
906,A man can not find a woman,A man can not find a mother,entailment,woman,mother
907,A man can not find a mother,A man can not find a woman,neutral,mother,woman
908,A man can not find a woman,A man can not find a matriarch,entailment,woman,matriarch
909,A man can not find a matriarch,A man can not find a woman,neutral,matriarch,woman
910,A man can not find a woman,A man can not find a bridesmaid,entailment,woman,bridesmaid
911,A man can not find a bridesmaid,A man can not find a woman,neutral,bridesmaid,woman
912,A man can not find a woman,A man can not find a housewife,entailment,woman,housewife
913,A man can not find a housewife,A man can not find a woman,neutral,housewife,woman
914,A man can not find a woman,A man can not find a wife,entailment,woman,wife
915,A man can not find a wife,A man can not find a woman,neutral,wife,woman
916,A man can not find a woman,A man can not find a granny,entailment,woman,granny
917,A man can not find a granny,A man can not find a woman,neutral,granny,woman
918,A man can not find a woman,A man can not find a bachelorette,entailment,woman,bachelorette
919,A man can not find a bachelorette,A man can not find a woman,neutral,bachelorette,woman
920,A man can not find a woman,A man can not find a mistress,entailment,woman,mistress
921,A man can not find a mistress,A man can not find a woman,neutral,mistress,woman
922,A man can not find a woman,A man can not find a geisha,entailment,woman,geisha
923,A man can not find a geisha,A man can not find a woman,neutral,geisha,woman
924,There is not a boat nearby.,There is not a dinghy nearby.,entailment,boat,dinghy
925,There is not a dinghy nearby.,There is not a boat nearby.,neutral,dinghy,boat
926,There is not a boat nearby.,There is not a motorboat nearby.,entailment,boat,motorboat
927,There is not a motorboat nearby.,There is not a boat nearby.,neutral,motorboat,boat
928,There is not a boat nearby.,There is not a ferry nearby.,entailment,boat,ferry
929,There is not a ferry nearby.,There is not a boat nearby.,neutral,ferry,boat
930,There is not a boat nearby.,There is not a gondola nearby.,entailment,boat,gondola
931,There is not a gondola nearby.,There is not a boat nearby.,neutral,gondola,boat
932,There is not a boat nearby.,There is not a kayak nearby.,entailment,boat,kayak
933,There is not a kayak nearby.,There is not a boat nearby.,neutral,kayak,boat
934,There is not a boat nearby.,There is not a barge nearby.,entailment,boat,barge
935,There is not a barge nearby.,There is not a boat nearby.,neutral,barge,boat
936,There is not a boat nearby.,There is not a speedboat nearby.,entailment,boat,speedboat
937,There is not a speedboat nearby.,There is not a boat nearby.,neutral,speedboat,boat
938,There is not a boat nearby.,There is not a tugboat nearby.,entailment,boat,tugboat
939,There is not a tugboat nearby.,There is not a boat nearby.,neutral,tugboat,boat
940,There is not a boat nearby.,There is not a lifeboat nearby.,entailment,boat,lifeboat
941,There is not a lifeboat nearby.,There is not a boat nearby.,neutral,lifeboat,boat
942,There is not a boat nearby.,There is not a houseboat nearby.,entailment,boat,houseboat
943,There is not a houseboat nearby.,There is not a boat nearby.,neutral,houseboat,boat
944,There is not a boat nearby.,There is not a canoe nearby.,entailment,boat,canoe
945,There is not a canoe nearby.,There is not a boat nearby.,neutral,canoe,boat
946,a boy is not concentrating on a machine,a boy is not concentrating on a trimmer,entailment,machine,trimmer
947,a boy is not concentrating on a trimmer,a boy is not concentrating on a machine,neutral,trimmer,machine
948,a boy is not concentrating on a machine,a boy is not concentrating on a calculator,entailment,machine,calculator
949,a boy is not concentrating on a calculator,a boy is not concentrating on a machine,neutral,calculator,machine
950,a boy is not concentrating on a machine,a boy is not concentrating on an ATM,entailment,machine,atm
951,a boy is not concentrating on an ATM,a boy is not concentrating on a machine,neutral,atm,machine
952,a boy is not concentrating on a machine,a boy is not concentrating on a computer,entailment,machine,computer
953,a boy is not concentrating on a computer,a boy is not concentrating on a machine,neutral,computer,machine
954,a boy is not concentrating on a machine,a boy is not concentrating on a jukebox,entailment,machine,jukebox
955,a boy is not concentrating on a jukebox,a boy is not concentrating on a machine,neutral,jukebox,machine
956,a boy is not concentrating on a machine,a boy is not concentrating on a typewriter,entailment,machine,typewriter
957,a boy is not concentrating on a typewriter,a boy is not concentrating on a machine,neutral,typewriter,machine
958,a boy is not concentrating on a machine,a boy is not concentrating on a turbine,entailment,machine,turbine
959,a boy is not concentrating on a turbine,a boy is not concentrating on a machine,neutral,turbine,machine
960,a boy is not concentrating on a machine,a boy is not concentrating on a printer,entailment,machine,printer
961,a boy is not concentrating on a printer,a boy is not concentrating on a machine,neutral,printer,machine
962,a boy is not concentrating on a machine,a boy is not concentrating on a combine,entailment,machine,combine
963,a boy is not concentrating on a combine,a boy is not concentrating on a machine,neutral,combine,machine
964,a boy is not concentrating on a machine,a boy is not concentrating on a generator,entailment,machine,generator
965,a boy is not concentrating on a generator,a boy is not concentrating on a machine,neutral,generator,machine
966,a boy is not concentrating on a machine,a boy is not concentrating on a laptop,entailment,machine,laptop
967,a boy is not concentrating on a laptop,a boy is not concentrating on a machine,neutral,laptop,machine
968,a boy is not concentrating on a machine,a boy is not concentrating on an engine,entailment,machine,engine
969,a boy is not concentrating on an engine,a boy is not concentrating on a machine,neutral,engine,machine
970,a boy is not concentrating on a machine,a boy is not concentrating on an excavator,entailment,machine,excavator
971,a boy is not concentrating on an excavator,a boy is not concentrating on a machine,neutral,excavator,machine
972,a boy is not concentrating on a machine,a boy is not concentrating on a motor,entailment,machine,motor
973,a boy is not concentrating on a motor,a boy is not concentrating on a machine,neutral,motor,machine
974,a boy is not concentrating on a machine,a boy is not concentrating on a treadmill,entailment,machine,treadmill
975,a boy is not concentrating on a treadmill,a boy is not concentrating on a machine,neutral,treadmill,machine
976,a boy is not concentrating on a machine,a boy is not concentrating on a PC,entailment,machine,pc
977,a boy is not concentrating on a PC,a boy is not concentrating on a machine,neutral,pc,machine
978,The diver has not seen any fish on his dive.,The diver has not seen any creatures on his dive.,neutral,fish,creatures
979,The diver has not seen any creatures on his dive.,The diver has not seen any fish on his dive.,entailment,creatures,fish
980,The diver has not seen any fish on his dive.,The diver has not seen any goldfish on his dive.,entailment,fish,goldfish
981,The diver has not seen any goldfish on his dive.,The diver has not seen any fish on his dive.,neutral,goldfish,fish
982,The diver has not seen any fish on his dive.,The diver has not seen any catfish on his dive.,entailment,fish,catfish
983,The diver has not seen any catfish on his dive.,The diver has not seen any fish on his dive.,neutral,catfish,fish
984,The diver has not seen any fish on his dive.,The diver has not seen any trout on his dive.,entailment,fish,trout
985,The diver has not seen any trout on his dive.,The diver has not seen any fish on his dive.,neutral,trout,fish
986,The diver has not seen any fish on his dive.,The diver has not seen any salmon on his dive.,entailment,fish,salmon
987,The diver has not seen any salmon on his dive.,The diver has not seen any fish on his dive.,neutral,salmon,fish
988,The diver has not seen any fish on his dive.,The diver has not seen any tuna on his dive.,entailment,fish,tuna
989,The diver has not seen any tuna on his dive.,The diver has not seen any fish on his dive.,neutral,tuna,fish
990,The diver has not seen any fish on his dive.,The diver has not seen any swordfish on his dive.,entailment,fish,swordfish
991,The diver has not seen any swordfish on his dive.,The diver has not seen any fish on his dive.,neutral,swordfish,fish
992,The diver has not seen any fish on his dive.,The diver has not seen any marlins on his dive.,entailment,fish,marlins
993,The diver has not seen any marlins on his dive.,The diver has not seen any fish on his dive.,neutral,marlins,fish
994,The diver has not seen any fish on his dive.,The diver has not seen any herrings on his dive.,entailment,fish,herrings
995,The diver has not seen any herrings on his dive.,The diver has not seen any fish on his dive.,neutral,herrings,fish
996,The diver has not seen any fish on his dive.,The diver has not seen any minnows on his dive.,entailment,fish,minnows
997,The diver has not seen any minnows on his dive.,The diver has not seen any fish on his dive.,neutral,minnows,fish
998,The diver has not seen any fish on his dive.,The diver has not seen any bass on his dive.,entailment,fish,bass
999,The diver has not seen any bass on his dive.,The diver has not seen any fish on his dive.,neutral,bass,fish
1000,The diver has not seen any fish on his dive.,The diver has not seen any pike on his dive.,entailment,fish,pike
1001,The diver has not seen any pike on his dive.,The diver has not seen any fish on his dive.,neutral,pike,fish
