,sentence1,sentence2,gold_label,sentence1_lex,sentence2_lex,group_index,sentence1_edited,sentence2_edited,gold_label_edited
483,There is not a single millionaire walking in the city.,There is not a single person walking in the city.,neutral,millionaire,person,15,There is a millionaire walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
484,There is not a single person walking in the city.,There is not a single atheist walking in the city.,entailment,person,atheist,15,There is a person walking in the city when it's not dark.,There is a atheist walking in the city when it's not dark.,neutral
485,There is not a single atheist walking in the city.,There is not a single person walking in the city.,neutral,atheist,person,15,There is a atheist walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
486,There is not a single person walking in the city.,There is not a single barkeep walking in the city.,entailment,person,barkeep,15,There is a person walking in the city when it's not dark.,There is a barkeep walking in the city when it's not dark.,neutral
487,There is not a single barkeep walking in the city.,There is not a single person walking in the city.,neutral,barkeep,person,15,There is a barkeep walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
488,There is not a single person walking in the city.,There is not a single celebrity walking in the city.,entailment,person,celebrity,15,There is a person walking in the city when it's not dark.,There is a celebrity walking in the city when it's not dark.,neutral
489,There is not a single celebrity walking in the city.,There is not a single person walking in the city.,neutral,celebrity,person,15,There is a celebrity walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
490,There is not a single person walking in the city.,There is not a single agnostic walking in the city.,entailment,person,agnostic,15,There is a person walking in the city when it's not dark.,There is a agnostic walking in the city when it's not dark.,neutral
491,There is not a single agnostic walking in the city.,There is not a single person walking in the city.,neutral,agnostic,person,15,There is a agnostic walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
492,There is not a single person walking in the city.,There is not a single lesbian walking in the city.,entailment,person,lesbian,15,There is a person walking in the city when it's not dark.,There is a lesbian walking in the city when it's not dark.,neutral
493,There is not a single lesbian walking in the city.,There is not a single person walking in the city.,neutral,lesbian,person,15,There is a lesbian walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
494,There is not a single person walking in the city.,There is not a single pilgrim walking in the city.,entailment,person,pilgrim,15,There is a person walking in the city when it's not dark.,There is a pilgrim walking in the city when it's not dark.,neutral
495,There is not a single pilgrim walking in the city.,There is not a single person walking in the city.,neutral,pilgrim,person,15,There is a pilgrim walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
496,There is not a single person walking in the city.,There is not a single liberal walking in the city.,entailment,person,liberal,15,There is a person walking in the city when it's not dark.,There is a liberal walking in the city when it's not dark.,neutral
497,There is not a single liberal walking in the city.,There is not a single person walking in the city.,neutral,liberal,person,15,There is a liberal walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
498,The person did not like fruit.,The person did not like citrus.,entailment,fruit,citrus,16,"The person ate fruit, not vegetable. ","The person ate citrus, not vegetable. ",neutral
499,The person did not like citrus.,The person did not like fruit.,neutral,citrus,fruit,16,"The person ate citrus, not vegetable. ","The person ate fruit, not vegetable. ",entailment
500,The person did not like fruit.,The person did not like raspberries.,entailment,fruit,raspberries,16,"The person ate fruit, not vegetable. ","The person ate raspberries, not vegetable. ",neutral
501,The person did not like raspberries.,The person did not like fruit.,neutral,raspberries,fruit,16,"The person ate raspberries, not vegetable. ","The person ate fruit, not vegetable. ",entailment
502,The person did not like fruit.,The person did not like limes.,entailment,fruit,limes,16,"The person ate fruit, not vegetable. ","The person ate limes, not vegetable. ",neutral
503,The person did not like limes.,The person did not like fruit.,neutral,limes,fruit,16,"The person ate limes, not vegetable. ","The person ate fruit, not vegetable. ",entailment
504,The person did not like fruit.,The person did not like mangos.,entailment,fruit,mangos,16,"The person ate fruit, not vegetable. ","The person ate mangos, not vegetable. ",neutral
505,The person did not like mangos.,The person did not like fruit.,neutral,mangos,fruit,16,"The person ate mangos, not vegetable. ","The person ate fruit, not vegetable. ",entailment
506,The person did not like fruit.,The person did not like melons.,entailment,fruit,melons,16,"The person ate fruit, not vegetable. ","The person ate melons, not vegetable. ",neutral
507,The person did not like melons.,The person did not like fruit.,neutral,melons,fruit,16,"The person ate melons, not vegetable. ","The person ate fruit, not vegetable. ",entailment
508,The person did not like fruit.,The person did not like pears.,entailment,fruit,pears,16,"The person ate fruit, not vegetable. ","The person ate pears, not vegetable. ",neutral
509,The person did not like pears.,The person did not like fruit.,neutral,pears,fruit,16,"The person ate pears, not vegetable. ","The person ate fruit, not vegetable. ",entailment
510,The person did not like fruit.,The person did not like peaches.,entailment,fruit,peaches,16,"The person ate fruit, not vegetable. ","The person ate peaches, not vegetable. ",neutral
511,The person did not like peaches.,The person did not like fruit.,neutral,peaches,fruit,16,"The person ate peaches, not vegetable. ","The person ate fruit, not vegetable. ",entailment
512,The person did not like fruit.,The person did not like grapes.,entailment,fruit,grapes,16,"The person ate fruit, not vegetable. ","The person ate grapes, not vegetable. ",neutral
513,The person did not like grapes.,The person did not like fruit.,neutral,grapes,fruit,16,"The person ate grapes, not vegetable. ","The person ate fruit, not vegetable. ",entailment
514,The person did not like fruit.,The person did not like plums.,entailment,fruit,plums,16,"The person ate fruit, not vegetable. ","The person ate plums, not vegetable. ",neutral
515,The person did not like plums.,The person did not like fruit.,neutral,plums,fruit,16,"The person ate plums, not vegetable. ","The person ate fruit, not vegetable. ",entailment
516,The person did not like fruit.,The person did not like cherries.,entailment,fruit,cherries,16,"The person ate fruit, not vegetable. ","The person ate cherries, not vegetable. ",neutral
517,The person did not like cherries.,The person did not like fruit.,neutral,cherries,fruit,16,"The person ate cherries, not vegetable. ","The person ate fruit, not vegetable. ",entailment
518,The person did not like fruit.,The person did not like oranges.,entailment,fruit,oranges,16,"The person ate fruit, not vegetable. ","The person ate oranges, not vegetable. ",neutral
519,The person did not like oranges.,The person did not like fruit.,neutral,oranges,fruit,16,"The person ate oranges, not vegetable. ","The person ate fruit, not vegetable. ",entailment
520,The person did not like fruit.,The person did not like bananas.,entailment,fruit,bananas,16,"The person ate fruit, not vegetable. ","The person ate bananas, not vegetable. ",neutral
521,The person did not like bananas.,The person did not like fruit.,neutral,bananas,fruit,16,"The person ate bananas, not vegetable. ","The person ate fruit, not vegetable. ",entailment
522,The person did not like fruit.,The person did not like strawberries.,entailment,fruit,strawberries,16,"The person ate fruit, not vegetable. ","The person ate strawberries, not vegetable. ",neutral
523,The person did not like strawberries.,The person did not like fruit.,neutral,strawberries,fruit,16,"The person ate strawberries, not vegetable. ","The person ate fruit, not vegetable. ",entailment
524,The person did not like fruit.,The person did not like huckleberries.,entailment,fruit,huckleberries,16,"The person ate fruit, not vegetable. ","The person ate huckleberries, not vegetable. ",neutral
525,The person did not like huckleberries.,The person did not like fruit.,neutral,huckleberries,fruit,16,"The person ate huckleberries, not vegetable. ","The person ate fruit, not vegetable. ",entailment
526,The person did not like fruit.,The person did not like blueberries.,entailment,fruit,blueberries,16,"The person ate fruit, not vegetable. ","The person ate blueberries, not vegetable. ",neutral
527,The person did not like blueberries.,The person did not like fruit.,neutral,blueberries,fruit,16,"The person ate blueberries, not vegetable. ","The person ate fruit, not vegetable. ",entailment
528,The person did not like fruit.,The person did not like pineapples.,entailment,fruit,pineapples,16,"The person ate fruit, not vegetable. ","The person ate pineapples, not vegetable. ",neutral
529,The person did not like pineapples.,The person did not like fruit.,neutral,pineapples,fruit,16,"The person ate pineapples, not vegetable. ","The person ate fruit, not vegetable. ",entailment
530,The person did not like fruit.,The person did not like cantaloupes.,entailment,fruit,cantaloupes,16,"The person ate fruit, not vegetable. ","The person ate cantaloupes, not vegetable. ",neutral
531,The person did not like cantaloupes.,The person did not like fruit.,neutral,cantaloupes,fruit,16,"The person ate cantaloupes, not vegetable. ","The person ate fruit, not vegetable. ",entailment
532,The person did not like fruit.,The person did not like cranberries.,entailment,fruit,cranberries,16,"The person ate fruit, not vegetable. ","The person ate cranberries, not vegetable. ",neutral
533,The person did not like cranberries.,The person did not like fruit.,neutral,cranberries,fruit,16,"The person ate cranberries, not vegetable. ","The person ate fruit, not vegetable. ",entailment
534,The person did not like fruit.,The person did not like watermelons.,entailment,fruit,watermelons,16,"The person ate fruit, not vegetable. ","The person ate watermelons, not vegetable. ",neutral
535,The person did not like watermelons.,The person did not like fruit.,neutral,watermelons,fruit,16,"The person ate watermelons, not vegetable. ","The person ate fruit, not vegetable. ",entailment
536,The person did not like fruit.,The person did not like apples.,entailment,fruit,apples,16,"The person ate fruit, not vegetable. ","The person ate apples, not vegetable. ",neutral
537,The person did not like apples.,The person did not like fruit.,neutral,apples,fruit,16,"The person ate apples, not vegetable. ","The person ate fruit, not vegetable. ",entailment
538,The person did not like fruit.,The person did not like lemons.,entailment,fruit,lemons,16,"The person ate fruit, not vegetable. ","The person ate lemons, not vegetable. ",neutral
539,The person did not like lemons.,The person did not like fruit.,neutral,lemons,fruit,16,"The person ate lemons, not vegetable. ","The person ate fruit, not vegetable. ",entailment
540,People do not have any machines,People do not have any computers,entailment,machines,computers,17,People who are not poor have many machines.,People who are not poor have many computers.,neutral
541,People do not have any computers,People do not have any machines,neutral,computers,machines,17,People who are not poor have many computers.,People who are not poor have many machines.,entailment
542,People do not have any machines,People do not have any PCs,entailment,machines,pcs,17,People who are not poor have many machines.,People who are not poor have many pcs.,neutral
543,People do not have any PCs,People do not have any machines,neutral,pcs,machines,17,People who are not poor have many pcs.,People who are not poor have many machines.,entailment
544,People do not have any machines,People do not have any ATMs,entailment,machines,atms,17,People who are not poor have many machines.,People who are not poor have many atms.,neutral
545,People do not have any ATMs,People do not have any machines,neutral,atms,machines,17,People who are not poor have many atms.,People who are not poor have many machines.,entailment
546,People do not have any machines,People do not have any laptops,entailment,machines,laptops,17,People who are not poor have many machines.,People who are not poor have many laptops.,neutral
547,People do not have any laptops,People do not have any machines,neutral,laptops,machines,17,People who are not poor have many laptops.,People who are not poor have many machines.,entailment
548,People do not have any machines,People do not have any calculators,entailment,machines,calculators,17,People who are not poor have many machines.,People who are not poor have many calculators.,neutral
549,People do not have any calculators,People do not have any machines,neutral,calculators,machines,17,People who are not poor have many calculators.,People who are not poor have many machines.,entailment
550,People do not have any machines,People do not have any turbines,entailment,machines,turbines,17,People who are not poor have many machines.,People who are not poor have many turbines.,neutral
551,People do not have any turbines,People do not have any machines,neutral,turbines,machines,17,People who are not poor have many turbines.,People who are not poor have many machines.,entailment
552,People do not have any machines,People do not have any jackhammers,entailment,machines,jackhammers,17,People who are not poor have many machines.,People who are not poor have many jackhammers.,neutral
553,People do not have any jackhammers,People do not have any machines,neutral,jackhammers,machines,17,People who are not poor have many jackhammers.,People who are not poor have many machines.,entailment
554,People do not have any machines,People do not have any jukeboxes,entailment,machines,jukeboxes,17,People who are not poor have many machines.,People who are not poor have many jukeboxes.,neutral
555,People do not have any jukeboxes,People do not have any machines,neutral,jukeboxes,machines,17,People who are not poor have many jukeboxes.,People who are not poor have many machines.,entailment
556,People do not have any machines,People do not have any generators,entailment,machines,generators,17,People who are not poor have many machines.,People who are not poor have many generators.,neutral
557,People do not have any generators,People do not have any machines,neutral,generators,machines,17,People who are not poor have many generators.,People who are not poor have many machines.,entailment
558,People do not have any machines,People do not have any motors,entailment,machines,motors,17,People who are not poor have many machines.,People who are not poor have many motors.,neutral
559,People do not have any motors,People do not have any machines,neutral,motors,machines,17,People who are not poor have many motors.,People who are not poor have many machines.,entailment
560,People do not have any machines,People do not have any printers,entailment,machines,printers,17,People who are not poor have many machines.,People who are not poor have many printers.,neutral
561,People do not have any printers,People do not have any machines,neutral,printers,machines,17,People who are not poor have many printers.,People who are not poor have many machines.,entailment
562,People do not have any machines,People do not have any treadmills,entailment,machines,treadmills,17,People who are not poor have many machines.,People who are not poor have many treadmills.,neutral
563,People do not have any treadmills,People do not have any machines,neutral,treadmills,machines,17,People who are not poor have many treadmills.,People who are not poor have many machines.,entailment
564,People do not have any machines,People do not have any engines,entailment,machines,engines,17,People who are not poor have many machines.,People who are not poor have many engines.,neutral
565,People do not have any engines,People do not have any machines,neutral,engines,machines,17,People who are not poor have many engines.,People who are not poor have many machines.,entailment
566,People do not have any machines,People do not have any typewriters,entailment,machines,typewriters,17,People who are not poor have many machines.,People who are not poor have many typewriters.,neutral
567,People do not have any typewriters,People do not have any machines,neutral,typewriters,machines,17,People who are not poor have many typewriters.,People who are not poor have many machines.,entailment
568,A male is not tossing anything,A male is not tossing socks,entailment,something,socks,18,A man who is not dressed is tossing something.,A man who is not dressed is tossing socks.,neutral
569,A male is not tossing socks,A male is not tossing anything,neutral,socks,something,18,A man who is not dressed is tossing socks.,A man who is not dressed is tossing something.,entailment
570,A male is not tossing anything,A male is not tossing packets,entailment,something,packets,18,A man who is not dressed is tossing something.,A man who is not dressed is tossing packets.,neutral
571,A male is not tossing packets,A male is not tossing anything,neutral,packets,something,18,A man who is not dressed is tossing packets.,A man who is not dressed is tossing something.,entailment
572,A male is not tossing anything,A male is not tossing pictures,entailment,something,pictures,18,A man who is not dressed is tossing something.,A man who is not dressed is tossing pictures.,neutral
573,A male is not tossing pictures,A male is not tossing anything,neutral,pictures,something,18,A man who is not dressed is tossing pictures.,A man who is not dressed is tossing something.,entailment
574,A male is not tossing anything,A male is not tossing blocks,entailment,something,blocks,18,A man who is not dressed is tossing something.,A man who is not dressed is tossing blocks.,neutral
575,A male is not tossing blocks,A male is not tossing anything,neutral,blocks,something,18,A man who is not dressed is tossing blocks.,A man who is not dressed is tossing something.,entailment
576,A male is not tossing anything,A male is not tossing bulbs,entailment,something,bulbs,18,A man who is not dressed is tossing something.,A man who is not dressed is tossing bulbs.,neutral
577,A male is not tossing bulbs,A male is not tossing anything,neutral,bulbs,something,18,A man who is not dressed is tossing bulbs.,A man who is not dressed is tossing something.,entailment
578,A man is not holding anything in his hands.,A man is not holding tongues in his hands.,entailment,something,tongues,19,"A man is holding something in his hands, not his backpack.","A man is holding tongues in his hands, not his backpack.",neutral
579,A man is not holding tongues in his hands.,A man is not holding anything in his hands.,neutral,tongues,something,19,"A man is holding tongues in his hands, not his backpack.","A man is holding something in his hands, not his backpack.",entailment
580,A man is not holding anything in his hands.,A man is not holding goods in his hands.,entailment,something,goods,19,"A man is holding something in his hands, not his backpack.","A man is holding goods in his hands, not his backpack.",neutral
581,A man is not holding goods in his hands.,A man is not holding anything in his hands.,neutral,goods,something,19,"A man is holding goods in his hands, not his backpack.","A man is holding something in his hands, not his backpack.",entailment
582,A man is not holding anything in his hands.,A man is not holding beverages in his hands.,entailment,something,beverages,19,"A man is holding something in his hands, not his backpack.","A man is holding beverages in his hands, not his backpack.",neutral
583,A man is not holding beverages in his hands.,A man is not holding anything in his hands.,neutral,beverages,something,19,"A man is holding beverages in his hands, not his backpack.","A man is holding something in his hands, not his backpack.",entailment
584,A man is not holding anything in his hands.,A man is not holding rats in his hands.,entailment,something,rats,19,"A man is holding something in his hands, not his backpack.","A man is holding rats in his hands, not his backpack.",neutral
585,A man is not holding rats in his hands.,A man is not holding anything in his hands.,neutral,rats,something,19,"A man is holding rats in his hands, not his backpack.","A man is holding something in his hands, not his backpack.",entailment
586,A man is not holding anything in his hands.,A man is not holding machines in his hands.,entailment,something,machines,19,"A man is holding something in his hands, not his backpack.","A man is holding machines in his hands, not his backpack.",neutral
587,A man is not holding machines in his hands.,A man is not holding anything in his hands.,neutral,machines,something,19,"A man is holding machines in his hands, not his backpack.","A man is holding something in his hands, not his backpack.",entailment
588,A man is not holding anything in his hands.,A man is not holding files in his hands.,entailment,something,files,19,"A man is holding something in his hands, not his backpack.","A man is holding files in his hands, not his backpack.",neutral
589,A man is not holding files in his hands.,A man is not holding anything in his hands.,neutral,files,something,19,"A man is holding files in his hands, not his backpack.","A man is holding something in his hands, not his backpack.",entailment
590,A man is not holding anything in his hands.,A man is not holding records in his hands.,entailment,something,records,19,"A man is holding something in his hands, not his backpack.","A man is holding records in his hands, not his backpack.",neutral
591,A man is not holding records in his hands.,A man is not holding anything in his hands.,neutral,records,something,19,"A man is holding records in his hands, not his backpack.","A man is holding something in his hands, not his backpack.",entailment
592,A man is not holding anything in his hands.,A man is not holding stamps in his hands.,entailment,something,stamps,19,"A man is holding something in his hands, not his backpack.","A man is holding stamps in his hands, not his backpack.",neutral
593,A man is not holding stamps in his hands.,A man is not holding anything in his hands.,neutral,stamps,something,19,"A man is holding stamps in his hands, not his backpack.","A man is holding something in his hands, not his backpack.",entailment
594,A man is not holding anything in his hands.,A man is not holding glasses in his hands.,entailment,something,glasses,19,"A man is holding something in his hands, not his backpack.","A man is holding glasses in his hands, not his backpack.",neutral
595,A man is not holding glasses in his hands.,A man is not holding anything in his hands.,neutral,glasses,something,19,"A man is holding glasses in his hands, not his backpack.","A man is holding something in his hands, not his backpack.",entailment
596,A man is not holding anything in his hands.,A man is not holding snakes in his hands.,entailment,something,snakes,19,"A man is holding something in his hands, not his backpack.","A man is holding snakes in his hands, not his backpack.",neutral
597,A man is not holding snakes in his hands.,A man is not holding anything in his hands.,neutral,snakes,something,19,"A man is holding snakes in his hands, not his backpack.","A man is holding something in his hands, not his backpack.",entailment
598,A man is not holding anything in his hands.,A man is not holding trophies in his hands.,entailment,something,trophies,19,"A man is holding something in his hands, not his backpack.","A man is holding trophies in his hands, not his backpack.",neutral
599,A man is not holding trophies in his hands.,A man is not holding anything in his hands.,neutral,trophies,something,19,"A man is holding trophies in his hands, not his backpack.","A man is holding something in his hands, not his backpack.",entailment
600,A man is not holding anything in his hands.,A man is not holding reports in his hands.,entailment,something,reports,19,"A man is holding something in his hands, not his backpack.","A man is holding reports in his hands, not his backpack.",neutral
601,A man is not holding reports in his hands.,A man is not holding anything in his hands.,neutral,reports,something,19,"A man is holding reports in his hands, not his backpack.","A man is holding something in his hands, not his backpack.",entailment
602,The skier did not notice a large tree dragging behind him.,The skier did not notice a large plant dragging behind him.,neutral,tree,plant,20,The skier noticed a large tree dragging behind him but did not stop.,The skier noticed a large plant dragging behind him but did not stop.,entailment
603,The skier did not notice a large plant dragging behind him.,The skier did not notice a large tree dragging behind him.,entailment,plant,tree,20,The skier noticed a large plant dragging behind him but did not stop.,The skier noticed a large tree dragging behind him but did not stop.,neutral
604,The skier did not notice a large tree dragging behind him.,The skier did not notice a large fir dragging behind him.,entailment,tree,fir,20,The skier noticed a large tree dragging behind him but did not stop.,The skier noticed a large fir dragging behind him but did not stop.,neutral
605,The skier did not notice a large fir dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,fir,tree,20,The skier noticed a large fir dragging behind him but did not stop.,The skier noticed a large tree dragging behind him but did not stop.,entailment
606,The skier did not notice a large tree dragging behind him.,The skier did not notice a large dogwood dragging behind him.,entailment,tree,dogwood,20,The skier noticed a large tree dragging behind him but did not stop.,The skier noticed a large dogwood dragging behind him but did not stop.,neutral
607,The skier did not notice a large dogwood dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,dogwood,tree,20,The skier noticed a large dogwood dragging behind him but did not stop.,The skier noticed a large tree dragging behind him but did not stop.,entailment
608,The skier did not notice a large tree dragging behind him.,The skier did not notice a large cedar dragging behind him.,entailment,tree,cedar,20,The skier noticed a large tree dragging behind him but did not stop.,The skier noticed a large cedar dragging behind him but did not stop.,neutral
609,The skier did not notice a large cedar dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,cedar,tree,20,The skier noticed a large cedar dragging behind him but did not stop.,The skier noticed a large tree dragging behind him but did not stop.,entailment
610,The skier did not notice a large tree dragging behind him.,The skier did not notice a large magnolia dragging behind him.,entailment,tree,magnolia,20,The skier noticed a large tree dragging behind him but did not stop.,The skier noticed a large magnolia dragging behind him but did not stop.,neutral
611,The skier did not notice a large magnolia dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,magnolia,tree,20,The skier noticed a large magnolia dragging behind him but did not stop.,The skier noticed a large tree dragging behind him but did not stop.,entailment
612,The skier did not notice a large tree dragging behind him.,The skier did not notice a large sycamore dragging behind him.,entailment,tree,sycamore,20,The skier noticed a large tree dragging behind him but did not stop.,The skier noticed a large sycamore dragging behind him but did not stop.,neutral
613,The skier did not notice a large sycamore dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,sycamore,tree,20,The skier noticed a large sycamore dragging behind him but did not stop.,The skier noticed a large tree dragging behind him but did not stop.,entailment
614,The skier did not notice a large tree dragging behind him.,The skier did not notice a large willow dragging behind him.,entailment,tree,willow,20,The skier noticed a large tree dragging behind him but did not stop.,The skier noticed a large willow dragging behind him but did not stop.,neutral
615,The skier did not notice a large willow dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,willow,tree,20,The skier noticed a large willow dragging behind him but did not stop.,The skier noticed a large tree dragging behind him but did not stop.,entailment
616,The skier did not notice a large tree dragging behind him.,The skier did not notice a large ash dragging behind him.,entailment,tree,ash,20,The skier noticed a large tree dragging behind him but did not stop.,The skier noticed a large ash dragging behind him but did not stop.,neutral
617,The skier did not notice a large ash dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,ash,tree,20,The skier noticed a large ash dragging behind him but did not stop.,The skier noticed a large tree dragging behind him but did not stop.,entailment
618,The skier did not notice a large tree dragging behind him.,The skier did not notice a large birch dragging behind him.,entailment,tree,birch,20,The skier noticed a large tree dragging behind him but did not stop.,The skier noticed a large birch dragging behind him but did not stop.,neutral
619,The skier did not notice a large birch dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,birch,tree,20,The skier noticed a large birch dragging behind him but did not stop.,The skier noticed a large tree dragging behind him but did not stop.,entailment
620,The skier did not notice a large tree dragging behind him.,The skier did not notice a large pine dragging behind him.,entailment,tree,pine,20,The skier noticed a large tree dragging behind him but did not stop.,The skier noticed a large pine dragging behind him but did not stop.,neutral
621,The skier did not notice a large pine dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,pine,tree,20,The skier noticed a large pine dragging behind him but did not stop.,The skier noticed a large tree dragging behind him but did not stop.,entailment
622,The skier did not notice a large tree dragging behind him.,The skier did not notice a large palm dragging behind him.,entailment,tree,palm,20,The skier noticed a large tree dragging behind him but did not stop.,The skier noticed a large palm dragging behind him but did not stop.,neutral
623,The skier did not notice a large palm dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,palm,tree,20,The skier noticed a large palm dragging behind him but did not stop.,The skier noticed a large tree dragging behind him but did not stop.,entailment
624,The skier did not notice a large tree dragging behind him.,The skier did not notice a large oak dragging behind him.,entailment,tree,oak,20,The skier noticed a large tree dragging behind him but did not stop.,The skier noticed a large oak dragging behind him but did not stop.,neutral
625,The skier did not notice a large oak dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,oak,tree,20,The skier noticed a large oak dragging behind him but did not stop.,The skier noticed a large tree dragging behind him but did not stop.,entailment
626,The skier did not notice a large tree dragging behind him.,The skier did not notice a large maple dragging behind him.,entailment,tree,maple,20,The skier noticed a large tree dragging behind him but did not stop.,The skier noticed a large maple dragging behind him but did not stop.,neutral
627,The skier did not notice a large maple dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,maple,tree,20,The skier noticed a large maple dragging behind him but did not stop.,The skier noticed a large tree dragging behind him but did not stop.,entailment
628,The skier did not notice a large tree dragging behind him.,The skier did not notice a large cypress dragging behind him.,entailment,tree,cypress,20,The skier noticed a large tree dragging behind him but did not stop.,The skier noticed a large cypress dragging behind him but did not stop.,neutral
629,The skier did not notice a large cypress dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,cypress,tree,20,The skier noticed a large cypress dragging behind him but did not stop.,The skier noticed a large tree dragging behind him but did not stop.,entailment
630,The skier did not notice a large tree dragging behind him.,The skier did not notice a large elm dragging behind him.,entailment,tree,elm,20,The skier noticed a large tree dragging behind him but did not stop.,The skier noticed a large elm dragging behind him but did not stop.,neutral
631,The skier did not notice a large elm dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,elm,tree,20,The skier noticed a large elm dragging behind him but did not stop.,The skier noticed a large tree dragging behind him but did not stop.,entailment
632,There is not a man cutting hair in the background.,There is not an adult cutting hair in the background.,neutral,man,adult,21,"There is a man cutting hair on the stage, not in the background.","There is a adult cutting hair on the stage, not in the background.",entailment
633,There is not an adult cutting hair in the background.,There is not a man cutting hair in the background.,entailment,adult,man,21,"There is a adult cutting hair on the stage, not in the background.","There is a man cutting hair on the stage, not in the background.",neutral
634,There is not a man cutting hair in the background.,There is not a person cutting hair in the background.,neutral,man,person,21,"There is a man cutting hair on the stage, not in the background.","There is a person cutting hair on the stage, not in the background.",entailment
635,There is not a person cutting hair in the background.,There is not a man cutting hair in the background.,entailment,person,man,21,"There is a person cutting hair on the stage, not in the background.","There is a man cutting hair on the stage, not in the background.",neutral
636,There is not a man cutting hair in the background.,There is not a boyfriend cutting hair in the background.,entailment,man,boyfriend,21,"There is a man cutting hair on the stage, not in the background.","There is a boyfriend cutting hair on the stage, not in the background.",neutral
637,There is not a boyfriend cutting hair in the background.,There is not a man cutting hair in the background.,neutral,boyfriend,man,21,"There is a boyfriend cutting hair on the stage, not in the background.","There is a man cutting hair on the stage, not in the background.",entailment
638,the man is not cutting the fish,the man is not cutting the tuna,entailment,fish,tuna,22,"the man is cutting the fish, not showering.","the man is cutting the tuna, not showering.",neutral
639,the man is not cutting the tuna,the man is not cutting the fish,neutral,tuna,fish,22,"the man is cutting the tuna, not showering.","the man is cutting the fish, not showering.",entailment
640,the man is not cutting the fish,the man is not cutting the trout,entailment,fish,trout,22,"the man is cutting the fish, not showering.","the man is cutting the trout, not showering.",neutral
641,the man is not cutting the trout,the man is not cutting the fish,neutral,trout,fish,22,"the man is cutting the trout, not showering.","the man is cutting the fish, not showering.",entailment
642,the man is not cutting the fish,the man is not cutting the catfish,entailment,fish,catfish,22,"the man is cutting the fish, not showering.","the man is cutting the catfish, not showering.",neutral
643,the man is not cutting the catfish,the man is not cutting the fish,neutral,catfish,fish,22,"the man is cutting the catfish, not showering.","the man is cutting the fish, not showering.",entailment
644,the man is not cutting the fish,the man is not cutting the salmon,entailment,fish,salmon,22,"the man is cutting the fish, not showering.","the man is cutting the salmon, not showering.",neutral
645,the man is not cutting the salmon,the man is not cutting the fish,neutral,salmon,fish,22,"the man is cutting the salmon, not showering.","the man is cutting the fish, not showering.",entailment
646,the man is not cutting the fish,the man is not cutting the goldfish,entailment,fish,goldfish,22,"the man is cutting the fish, not showering.","the man is cutting the goldfish, not showering.",neutral
647,the man is not cutting the goldfish,the man is not cutting the fish,neutral,goldfish,fish,22,"the man is cutting the goldfish, not showering.","the man is cutting the fish, not showering.",entailment
648,the man is not cutting the fish,the man is not cutting the bass,entailment,fish,bass,22,"the man is cutting the fish, not showering.","the man is cutting the bass, not showering.",neutral
649,the man is not cutting the bass,the man is not cutting the fish,neutral,bass,fish,22,"the man is cutting the bass, not showering.","the man is cutting the fish, not showering.",entailment
650,the man is not cutting the fish,the man is not cutting the herring,entailment,fish,herring,22,"the man is cutting the fish, not showering.","the man is cutting the herring, not showering.",neutral
651,the man is not cutting the herring,the man is not cutting the fish,neutral,herring,fish,22,"the man is cutting the herring, not showering.","the man is cutting the fish, not showering.",entailment
652,the man is not cutting the fish,the man is not cutting the marlin,entailment,fish,marlin,22,"the man is cutting the fish, not showering.","the man is cutting the marlin, not showering.",neutral
653,the man is not cutting the marlin,the man is not cutting the fish,neutral,marlin,fish,22,"the man is cutting the marlin, not showering.","the man is cutting the fish, not showering.",entailment
654,the man is not cutting the fish,the man is not cutting the swordfish,entailment,fish,swordfish,22,"the man is cutting the fish, not showering.","the man is cutting the swordfish, not showering.",neutral
655,the man is not cutting the swordfish,the man is not cutting the fish,neutral,swordfish,fish,22,"the man is cutting the swordfish, not showering.","the man is cutting the fish, not showering.",entailment
656,The girls are cutting the cake and not letting any man cut it.,The girls are cutting the cake and not letting any adult cut it.,neutral,man,adult,23,"The girls are not cutting the cake, but they let any man cut it.","The girls are not cutting the cake, but they let any adult cut it.",entailment
