,sentence1,sentence2,gold_label,sentence1_lex,sentence2_lex,group_index,sentence1_edited,sentence2_edited,gold_label_edited
522,The person did not like fruit.,The person did not like strawberries.,entailment,fruit,strawberries,16,The person likes fruit.,The person likes strawberries.,neutral
523,The person did not like strawberries.,The person did not like fruit.,neutral,strawberries,fruit,16,The person likes strawberries.,The person likes fruit.,entailment
524,The person did not like fruit.,The person did not like huckleberries.,entailment,fruit,huckleberries,16,The person likes fruit.,The person likes huckleberries.,neutral
525,The person did not like huckleberries.,The person did not like fruit.,neutral,huckleberries,fruit,16,The person likes huckleberries.,The person likes fruit.,entailment
526,The person did not like fruit.,The person did not like blueberries.,entailment,fruit,blueberries,16,The person likes fruit.,The person likes blueberries.,neutral
527,The person did not like blueberries.,The person did not like fruit.,neutral,blueberries,fruit,16,The person likes blueberries.,The person likes fruit.,entailment
528,The person did not like fruit.,The person did not like pineapples.,entailment,fruit,pineapples,16,The person likes fruit.,The person likes pineapples.,neutral
529,The person did not like pineapples.,The person did not like fruit.,neutral,pineapples,fruit,16,The person likes pineapples.,The person likes fruit.,entailment
530,The person did not like fruit.,The person did not like cantaloupes.,entailment,fruit,cantaloupes,16,The person likes fruit.,The person likes cantaloupes.,neutral
531,The person did not like cantaloupes.,The person did not like fruit.,neutral,cantaloupes,fruit,16,The person likes cantaloupes.,The person likes fruit.,entailment
532,The person did not like fruit.,The person did not like cranberries.,entailment,fruit,cranberries,16,The person likes fruit.,The person likes cranberries.,neutral
533,The person did not like cranberries.,The person did not like fruit.,neutral,cranberries,fruit,16,The person likes cranberries.,The person likes fruit.,entailment
534,The person did not like fruit.,The person did not like watermelons.,entailment,fruit,watermelons,16,The person likes fruit.,The person likes watermelons.,neutral
535,The person did not like watermelons.,The person did not like fruit.,neutral,watermelons,fruit,16,The person likes watermelons.,The person likes fruit.,entailment
536,The person did not like fruit.,The person did not like apples.,entailment,fruit,apples,16,The person likes fruit.,The person likes apples.,neutral
537,The person did not like apples.,The person did not like fruit.,neutral,apples,fruit,16,The person likes apples.,The person likes fruit.,entailment
538,The person did not like fruit.,The person did not like lemons.,entailment,fruit,lemons,16,The person likes fruit.,The person likes lemons.,neutral
539,The person did not like lemons.,The person did not like fruit.,neutral,lemons,fruit,16,The person likes lemons.,The person likes fruit.,entailment
540,People do not have any machines,People do not have any computers,entailment,machines,computers,17,People have some machines,People have some computers,neutral
541,People do not have any computers,People do not have any machines,neutral,computers,machines,17,People have some computers,People have some machines,entailment
542,People do not have any machines,People do not have any PCs,entailment,machines,pcs,17,People have some machines,People have some pcs,neutral
543,People do not have any PCs,People do not have any machines,neutral,pcs,machines,17,People have some pcs,People have some machines,entailment
544,People do not have any machines,People do not have any ATMs,entailment,machines,atms,17,People have some machines,People have some atms,neutral
545,People do not have any ATMs,People do not have any machines,neutral,atms,machines,17,People have some atms,People have some machines,entailment
546,People do not have any machines,People do not have any laptops,entailment,machines,laptops,17,People have some machines,People have some laptops,neutral
547,People do not have any laptops,People do not have any machines,neutral,laptops,machines,17,People have some laptops,People have some machines,entailment
548,People do not have any machines,People do not have any calculators,entailment,machines,calculators,17,People have some machines,People have some calculators,neutral
549,People do not have any calculators,People do not have any machines,neutral,calculators,machines,17,People have some calculators,People have some machines,entailment
550,People do not have any machines,People do not have any turbines,entailment,machines,turbines,17,People have some machines,People have some turbines,neutral
551,People do not have any turbines,People do not have any machines,neutral,turbines,machines,17,People have some turbines,People have some machines,entailment
552,People do not have any machines,People do not have any jackhammers,entailment,machines,jackhammers,17,People have some machines,People have some jackhammers,neutral
553,People do not have any jackhammers,People do not have any machines,neutral,jackhammers,machines,17,People have some jackhammers,People have some machines,entailment
554,People do not have any machines,People do not have any jukeboxes,entailment,machines,jukeboxes,17,People have some machines,People have some jukeboxes,neutral
555,People do not have any jukeboxes,People do not have any machines,neutral,jukeboxes,machines,17,People have some jukeboxes,People have some machines,entailment
556,People do not have any machines,People do not have any generators,entailment,machines,generators,17,People have some machines,People have some generators,neutral
557,People do not have any generators,People do not have any machines,neutral,generators,machines,17,People have some generators,People have some machines,entailment
558,People do not have any machines,People do not have any motors,entailment,machines,motors,17,People have some machines,People have some motors,neutral
559,People do not have any motors,People do not have any machines,neutral,motors,machines,17,People have some motors,People have some machines,entailment
560,People do not have any machines,People do not have any printers,entailment,machines,printers,17,People have some machines,People have some printers,neutral
561,People do not have any printers,People do not have any machines,neutral,printers,machines,17,People have some printers,People have some machines,entailment
562,People do not have any machines,People do not have any treadmills,entailment,machines,treadmills,17,People have some machines,People have some treadmills,neutral
563,People do not have any treadmills,People do not have any machines,neutral,treadmills,machines,17,People have some treadmills,People have some machines,entailment
564,People do not have any machines,People do not have any engines,entailment,machines,engines,17,People have some machines,People have some engines,neutral
565,People do not have any engines,People do not have any machines,neutral,engines,machines,17,People have some engines,People have some machines,entailment
566,People do not have any machines,People do not have any typewriters,entailment,machines,typewriters,17,People have some machines,People have some typewriters,neutral
567,People do not have any typewriters,People do not have any machines,neutral,typewriters,machines,17,People have some typewriters,People have some machines,entailment
568,A male is not tossing anything,A male is not tossing socks,entailment,something,socks,18,A male is tossing something,A male is tossing socks,neutral
569,A male is not tossing socks,A male is not tossing anything,neutral,socks,something,18,A male is tossing socks,A male is tossing something,entailment
570,A male is not tossing anything,A male is not tossing packets,entailment,something,packets,18,A male is tossing something,A male is tossing packets,neutral
571,A male is not tossing packets,A male is not tossing anything,neutral,packets,something,18,A male is tossing packets,A male is tossing something,entailment
572,A male is not tossing anything,A male is not tossing pictures,entailment,something,pictures,18,A male is tossing something,A male is tossing pictures,neutral
573,A male is not tossing pictures,A male is not tossing anything,neutral,pictures,something,18,A male is tossing pictures,A male is tossing something,entailment
574,A male is not tossing anything,A male is not tossing blocks,entailment,something,blocks,18,A male is tossing something,A male is tossing blocks,neutral
575,A male is not tossing blocks,A male is not tossing anything,neutral,blocks,something,18,A male is tossing blocks,A male is tossing something,entailment
576,A male is not tossing anything,A male is not tossing bulbs,entailment,something,bulbs,18,A male is tossing something,A male is tossing bulbs,neutral
577,A male is not tossing bulbs,A male is not tossing anything,neutral,bulbs,something,18,A male is tossing bulbs,A male is tossing something,entailment
578,A man is not holding anything in his hands.,A man is not holding tongues in his hands.,entailment,something,tongues,19,A man is holding something in his hands.,A man is holding tongues in his hands.,neutral
579,A man is not holding tongues in his hands.,A man is not holding anything in his hands.,neutral,tongues,something,19,A man is holding tongues in his hands.,A man is holding something in his hands.,entailment
580,A man is not holding anything in his hands.,A man is not holding goods in his hands.,entailment,something,goods,19,A man is holding something in his hands.,A man is holding goods in his hands.,neutral
581,A man is not holding goods in his hands.,A man is not holding anything in his hands.,neutral,goods,something,19,A man is holding goods in his hands.,A man is holding something in his hands.,entailment
582,A man is not holding anything in his hands.,A man is not holding beverages in his hands.,entailment,something,beverages,19,A man is holding something in his hands.,A man is holding beverages in his hands.,neutral
583,A man is not holding beverages in his hands.,A man is not holding anything in his hands.,neutral,beverages,something,19,A man is holding beverages in his hands.,A man is holding something in his hands.,entailment
584,A man is not holding anything in his hands.,A man is not holding rats in his hands.,entailment,something,rats,19,A man is holding something in his hands.,A man is holding rats in his hands.,neutral
585,A man is not holding rats in his hands.,A man is not holding anything in his hands.,neutral,rats,something,19,A man is holding rats in his hands.,A man is holding something in his hands.,entailment
586,A man is not holding anything in his hands.,A man is not holding machines in his hands.,entailment,something,machines,19,A man is holding something in his hands.,A man is holding machines in his hands.,neutral
587,A man is not holding machines in his hands.,A man is not holding anything in his hands.,neutral,machines,something,19,A man is holding machines in his hands.,A man is holding something in his hands.,entailment
588,A man is not holding anything in his hands.,A man is not holding files in his hands.,entailment,something,files,19,A man is holding something in his hands.,A man is holding files in his hands.,neutral
589,A man is not holding files in his hands.,A man is not holding anything in his hands.,neutral,files,something,19,A man is holding files in his hands.,A man is holding something in his hands.,entailment
590,A man is not holding anything in his hands.,A man is not holding records in his hands.,entailment,something,records,19,A man is holding something in his hands.,A man is holding records in his hands.,neutral
591,A man is not holding records in his hands.,A man is not holding anything in his hands.,neutral,records,something,19,A man is holding records in his hands.,A man is holding something in his hands.,entailment
592,A man is not holding anything in his hands.,A man is not holding stamps in his hands.,entailment,something,stamps,19,A man is holding something in his hands.,A man is holding stamps in his hands.,neutral
593,A man is not holding stamps in his hands.,A man is not holding anything in his hands.,neutral,stamps,something,19,A man is holding stamps in his hands.,A man is holding something in his hands.,entailment
594,A man is not holding anything in his hands.,A man is not holding glasses in his hands.,entailment,something,glasses,19,A man is holding something in his hands.,A man is holding glasses in his hands.,neutral
595,A man is not holding glasses in his hands.,A man is not holding anything in his hands.,neutral,glasses,something,19,A man is holding glasses in his hands.,A man is holding something in his hands.,entailment
596,A man is not holding anything in his hands.,A man is not holding snakes in his hands.,entailment,something,snakes,19,A man is holding something in his hands.,A man is holding snakes in his hands.,neutral
597,A man is not holding snakes in his hands.,A man is not holding anything in his hands.,neutral,snakes,something,19,A man is holding snakes in his hands.,A man is holding something in his hands.,entailment
598,A man is not holding anything in his hands.,A man is not holding trophies in his hands.,entailment,something,trophies,19,A man is holding something in his hands.,A man is holding trophies in his hands.,neutral
599,A man is not holding trophies in his hands.,A man is not holding anything in his hands.,neutral,trophies,something,19,A man is holding trophies in his hands.,A man is holding something in his hands.,entailment
600,A man is not holding anything in his hands.,A man is not holding reports in his hands.,entailment,something,reports,19,A man is holding something in his hands.,A man is holding reports in his hands.,neutral
601,A man is not holding reports in his hands.,A man is not holding anything in his hands.,neutral,reports,something,19,A man is holding reports in his hands.,A man is holding something in his hands.,entailment
602,The skier did not notice a large tree dragging behind him.,The skier did not notice a large plant dragging behind him.,neutral,tree,plant,20,The skier noticed a large tree dragging behind him.,The skier noticed a large plant dragging behind him.,entailment
603,The skier did not notice a large plant dragging behind him.,The skier did not notice a large tree dragging behind him.,entailment,plant,tree,20,The skier noticed a large plant dragging behind him.,The skier noticed a large tree dragging behind him.,neutral
604,The skier did not notice a large tree dragging behind him.,The skier did not notice a large fir dragging behind him.,entailment,tree,fir,20,The skier noticed a large tree dragging behind him.,The skier noticed a large fir dragging behind him.,neutral
605,The skier did not notice a large fir dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,fir,tree,20,The skier noticed a large fir dragging behind him.,The skier noticed a large tree dragging behind him.,entailment
606,The skier did not notice a large tree dragging behind him.,The skier did not notice a large dogwood dragging behind him.,entailment,tree,dogwood,20,The skier noticed a large tree dragging behind him.,The skier noticed a large dogwood dragging behind him.,neutral
607,The skier did not notice a large dogwood dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,dogwood,tree,20,The skier noticed a large dogwood dragging behind him.,The skier noticed a large tree dragging behind him.,entailment
608,The skier did not notice a large tree dragging behind him.,The skier did not notice a large cedar dragging behind him.,entailment,tree,cedar,20,The skier noticed a large tree dragging behind him.,The skier noticed a large cedar dragging behind him.,neutral
609,The skier did not notice a large cedar dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,cedar,tree,20,The skier noticed a large cedar dragging behind him.,The skier noticed a large tree dragging behind him.,entailment
610,The skier did not notice a large tree dragging behind him.,The skier did not notice a large magnolia dragging behind him.,entailment,tree,magnolia,20,The skier noticed a large tree dragging behind him.,The skier noticed a large magnolia dragging behind him.,neutral
611,The skier did not notice a large magnolia dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,magnolia,tree,20,The skier noticed a large magnolia dragging behind him.,The skier noticed a large tree dragging behind him.,entailment
612,The skier did not notice a large tree dragging behind him.,The skier did not notice a large sycamore dragging behind him.,entailment,tree,sycamore,20,The skier noticed a large tree dragging behind him.,The skier noticed a large sycamore dragging behind him.,neutral
613,The skier did not notice a large sycamore dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,sycamore,tree,20,The skier noticed a large sycamore dragging behind him.,The skier noticed a large tree dragging behind him.,entailment
614,The skier did not notice a large tree dragging behind him.,The skier did not notice a large willow dragging behind him.,entailment,tree,willow,20,The skier noticed a large tree dragging behind him.,The skier noticed a large willow dragging behind him.,neutral
615,The skier did not notice a large willow dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,willow,tree,20,The skier noticed a large willow dragging behind him.,The skier noticed a large tree dragging behind him.,entailment
616,The skier did not notice a large tree dragging behind him.,The skier did not notice a large ash dragging behind him.,entailment,tree,ash,20,The skier noticed a large tree dragging behind him.,The skier noticed a large ash dragging behind him.,neutral
617,The skier did not notice a large ash dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,ash,tree,20,The skier noticed a large ash dragging behind him.,The skier noticed a large tree dragging behind him.,entailment
618,The skier did not notice a large tree dragging behind him.,The skier did not notice a large birch dragging behind him.,entailment,tree,birch,20,The skier noticed a large tree dragging behind him.,The skier noticed a large birch dragging behind him.,neutral
619,The skier did not notice a large birch dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,birch,tree,20,The skier noticed a large birch dragging behind him.,The skier noticed a large tree dragging behind him.,entailment
620,The skier did not notice a large tree dragging behind him.,The skier did not notice a large pine dragging behind him.,entailment,tree,pine,20,The skier noticed a large tree dragging behind him.,The skier noticed a large pine dragging behind him.,neutral
621,The skier did not notice a large pine dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,pine,tree,20,The skier noticed a large pine dragging behind him.,The skier noticed a large tree dragging behind him.,entailment
622,The skier did not notice a large tree dragging behind him.,The skier did not notice a large palm dragging behind him.,entailment,tree,palm,20,The skier noticed a large tree dragging behind him.,The skier noticed a large palm dragging behind him.,neutral
623,The skier did not notice a large palm dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,palm,tree,20,The skier noticed a large palm dragging behind him.,The skier noticed a large tree dragging behind him.,entailment
624,The skier did not notice a large tree dragging behind him.,The skier did not notice a large oak dragging behind him.,entailment,tree,oak,20,The skier noticed a large tree dragging behind him.,The skier noticed a large oak dragging behind him.,neutral
625,The skier did not notice a large oak dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,oak,tree,20,The skier noticed a large oak dragging behind him.,The skier noticed a large tree dragging behind him.,entailment
626,The skier did not notice a large tree dragging behind him.,The skier did not notice a large maple dragging behind him.,entailment,tree,maple,20,The skier noticed a large tree dragging behind him.,The skier noticed a large maple dragging behind him.,neutral
627,The skier did not notice a large maple dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,maple,tree,20,The skier noticed a large maple dragging behind him.,The skier noticed a large tree dragging behind him.,entailment
628,The skier did not notice a large tree dragging behind him.,The skier did not notice a large cypress dragging behind him.,entailment,tree,cypress,20,The skier noticed a large tree dragging behind him.,The skier noticed a large cypress dragging behind him.,neutral
629,The skier did not notice a large cypress dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,cypress,tree,20,The skier noticed a large cypress dragging behind him.,The skier noticed a large tree dragging behind him.,entailment
630,The skier did not notice a large tree dragging behind him.,The skier did not notice a large elm dragging behind him.,entailment,tree,elm,20,The skier noticed a large tree dragging behind him.,The skier noticed a large elm dragging behind him.,neutral
631,The skier did not notice a large elm dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,elm,tree,20,The skier noticed a large elm dragging behind him.,The skier noticed a large tree dragging behind him.,entailment
632,There is not a man cutting hair in the background.,There is not an adult cutting hair in the background.,neutral,man,adult,21,There is a man cutting hair in the background.,There is a adult cutting hair in the background.,entailment
633,There is not an adult cutting hair in the background.,There is not a man cutting hair in the background.,entailment,adult,man,21,There is a adult cutting hair in the background.,There is a man cutting hair in the background.,neutral
634,There is not a man cutting hair in the background.,There is not a person cutting hair in the background.,neutral,man,person,21,There is a man cutting hair in the background.,There is a person cutting hair in the background.,entailment
635,There is not a person cutting hair in the background.,There is not a man cutting hair in the background.,entailment,person,man,21,There is a person cutting hair in the background.,There is a man cutting hair in the background.,neutral
636,There is not a man cutting hair in the background.,There is not a boyfriend cutting hair in the background.,entailment,man,boyfriend,21,There is a man cutting hair in the background.,There is a boyfriend cutting hair in the background.,neutral
637,There is not a boyfriend cutting hair in the background.,There is not a man cutting hair in the background.,neutral,boyfriend,man,21,There is a boyfriend cutting hair in the background.,There is a man cutting hair in the background.,entailment
638,the man is not cutting the fish,the man is not cutting the tuna,entailment,fish,tuna,22,the man is cutting the fish,the man is cutting the tuna,neutral
639,the man is not cutting the tuna,the man is not cutting the fish,neutral,tuna,fish,22,the man is cutting the tuna,the man is cutting the fish,entailment
640,the man is not cutting the fish,the man is not cutting the trout,entailment,fish,trout,22,the man is cutting the fish,the man is cutting the trout,neutral
641,the man is not cutting the trout,the man is not cutting the fish,neutral,trout,fish,22,the man is cutting the trout,the man is cutting the fish,entailment
642,the man is not cutting the fish,the man is not cutting the catfish,entailment,fish,catfish,22,the man is cutting the fish,the man is cutting the catfish,neutral
643,the man is not cutting the catfish,the man is not cutting the fish,neutral,catfish,fish,22,the man is cutting the catfish,the man is cutting the fish,entailment
644,the man is not cutting the fish,the man is not cutting the salmon,entailment,fish,salmon,22,the man is cutting the fish,the man is cutting the salmon,neutral
645,the man is not cutting the salmon,the man is not cutting the fish,neutral,salmon,fish,22,the man is cutting the salmon,the man is cutting the fish,entailment
646,the man is not cutting the fish,the man is not cutting the goldfish,entailment,fish,goldfish,22,the man is cutting the fish,the man is cutting the goldfish,neutral
647,the man is not cutting the goldfish,the man is not cutting the fish,neutral,goldfish,fish,22,the man is cutting the goldfish,the man is cutting the fish,entailment
648,the man is not cutting the fish,the man is not cutting the bass,entailment,fish,bass,22,the man is cutting the fish,the man is cutting the bass,neutral
649,the man is not cutting the bass,the man is not cutting the fish,neutral,bass,fish,22,the man is cutting the bass,the man is cutting the fish,entailment
650,the man is not cutting the fish,the man is not cutting the herring,entailment,fish,herring,22,the man is cutting the fish,the man is cutting the herring,neutral
651,the man is not cutting the herring,the man is not cutting the fish,neutral,herring,fish,22,the man is cutting the herring,the man is cutting the fish,entailment
652,the man is not cutting the fish,the man is not cutting the marlin,entailment,fish,marlin,22,the man is cutting the fish,the man is cutting the marlin,neutral
653,the man is not cutting the marlin,the man is not cutting the fish,neutral,marlin,fish,22,the man is cutting the marlin,the man is cutting the fish,entailment
654,the man is not cutting the fish,the man is not cutting the swordfish,entailment,fish,swordfish,22,the man is cutting the fish,the man is cutting the swordfish,neutral
655,the man is not cutting the swordfish,the man is not cutting the fish,neutral,swordfish,fish,22,the man is cutting the swordfish,the man is cutting the fish,entailment
656,The girls are cutting the cake and not letting any man cut it.,The girls are cutting the cake and not letting any adult cut it.,neutral,man,adult,23,The girls are cutting the cake and letting some man cut it as well.,The girls are cutting the cake and letting some adult cut it as well.,entailment
657,The girls are cutting the cake and not letting any adult cut it.,The girls are cutting the cake and not letting any man cut it.,entailment,adult,man,23,The girls are cutting the cake and letting some adult cut it as well.,The girls are cutting the cake and letting some man cut it as well.,neutral
658,The girls are cutting the cake and not letting any man cut it.,The girls are cutting the cake and not letting any bachelor cut it.,entailment,man,bachelor,23,The girls are cutting the cake and letting some man cut it as well.,The girls are cutting the cake and letting some bachelor cut it as well.,neutral
659,The girls are cutting the cake and not letting any bachelor cut it.,The girls are cutting the cake and not letting any man cut it.,neutral,bachelor,man,23,The girls are cutting the cake and letting some bachelor cut it as well.,The girls are cutting the cake and letting some man cut it as well.,entailment
660,The girls are cutting the cake and not letting any man cut it.,The girls are cutting the cake and not letting any boyfriend cut it.,entailment,man,boyfriend,23,The girls are cutting the cake and letting some man cut it as well.,The girls are cutting the cake and letting some boyfriend cut it as well.,neutral
661,The girls are cutting the cake and not letting any boyfriend cut it.,The girls are cutting the cake and not letting any man cut it.,neutral,boyfriend,man,23,The girls are cutting the cake and letting some boyfriend cut it as well.,The girls are cutting the cake and letting some man cut it as well.,entailment
662,The girls are cutting the cake and not letting any man cut it.,The girls are cutting the cake and not letting any gent cut it.,entailment,man,gent,23,The girls are cutting the cake and letting some man cut it as well.,The girls are cutting the cake and letting some gent cut it as well.,neutral
663,The girls are cutting the cake and not letting any gent cut it.,The girls are cutting the cake and not letting any man cut it.,neutral,gent,man,23,The girls are cutting the cake and letting some gent cut it as well.,The girls are cutting the cake and letting some man cut it as well.,entailment
664,The girls are cutting the cake and not letting any man cut it.,The girls are cutting the cake and not letting any gentleman cut it.,entailment,man,gentleman,23,The girls are cutting the cake and letting some man cut it as well.,The girls are cutting the cake and letting some gentleman cut it as well.,neutral
665,The girls are cutting the cake and not letting any gentleman cut it.,The girls are cutting the cake and not letting any man cut it.,neutral,gentleman,man,23,The girls are cutting the cake and letting some gentleman cut it as well.,The girls are cutting the cake and letting some man cut it as well.,entailment
666,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any adult indoors,neutral,woman,adult,24,The men were outside speaking loudly so as to wake the woman indoors,The men were outside speaking loudly so as to wake the adult indoors,entailment
667,The men were outside trying to keep their voices down so as not to waken any adult indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,entailment,adult,woman,24,The men were outside speaking loudly so as to wake the adult indoors,The men were outside speaking loudly so as to wake the woman indoors,neutral
668,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any widow indoors,entailment,woman,widow,24,The men were outside speaking loudly so as to wake the woman indoors,The men were outside speaking loudly so as to wake the widow indoors,neutral
669,The men were outside trying to keep their voices down so as not to waken any widow indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,widow,woman,24,The men were outside speaking loudly so as to wake the widow indoors,The men were outside speaking loudly so as to wake the woman indoors,entailment
670,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any bridesmaid indoors,entailment,woman,bridesmaid,24,The men were outside speaking loudly so as to wake the woman indoors,The men were outside speaking loudly so as to wake the bridesmaid indoors,neutral
671,The men were outside trying to keep their voices down so as not to waken any bridesmaid indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,bridesmaid,woman,24,The men were outside speaking loudly so as to wake the bridesmaid indoors,The men were outside speaking loudly so as to wake the woman indoors,entailment
672,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any mistress indoors,entailment,woman,mistress,24,The men were outside speaking loudly so as to wake the woman indoors,The men were outside speaking loudly so as to wake the mistress indoors,neutral
673,The men were outside trying to keep their voices down so as not to waken any mistress indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,mistress,woman,24,The men were outside speaking loudly so as to wake the mistress indoors,The men were outside speaking loudly so as to wake the woman indoors,entailment
674,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any maid indoors,entailment,woman,maid,24,The men were outside speaking loudly so as to wake the woman indoors,The men were outside speaking loudly so as to wake the maid indoors,neutral
675,The men were outside trying to keep their voices down so as not to waken any maid indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,maid,woman,24,The men were outside speaking loudly so as to wake the maid indoors,The men were outside speaking loudly so as to wake the woman indoors,entailment
676,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any bachelorette indoors,entailment,woman,bachelorette,24,The men were outside speaking loudly so as to wake the woman indoors,The men were outside speaking loudly so as to wake the bachelorette indoors,neutral
677,The men were outside trying to keep their voices down so as not to waken any bachelorette indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,bachelorette,woman,24,The men were outside speaking loudly so as to wake the bachelorette indoors,The men were outside speaking loudly so as to wake the woman indoors,entailment
678,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any ex-wife indoors,entailment,woman,ex-wife,24,The men were outside speaking loudly so as to wake the woman indoors,The men were outside speaking loudly so as to wake the ex-wife indoors,neutral
679,The men were outside trying to keep their voices down so as not to waken any ex-wife indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,ex-wife,woman,24,The men were outside speaking loudly so as to wake the ex-wife indoors,The men were outside speaking loudly so as to wake the woman indoors,entailment
680,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any housewife indoors,entailment,woman,housewife,24,The men were outside speaking loudly so as to wake the woman indoors,The men were outside speaking loudly so as to wake the housewife indoors,neutral
681,The men were outside trying to keep their voices down so as not to waken any housewife indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,housewife,woman,24,The men were outside speaking loudly so as to wake the housewife indoors,The men were outside speaking loudly so as to wake the woman indoors,entailment
682,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any matriarch indoors,entailment,woman,matriarch,24,The men were outside speaking loudly so as to wake the woman indoors,The men were outside speaking loudly so as to wake the matriarch indoors,neutral
683,The men were outside trying to keep their voices down so as not to waken any matriarch indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,matriarch,woman,24,The men were outside speaking loudly so as to wake the matriarch indoors,The men were outside speaking loudly so as to wake the woman indoors,entailment
684,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any girlfriend indoors,entailment,woman,girlfriend,24,The men were outside speaking loudly so as to wake the woman indoors,The men were outside speaking loudly so as to wake the girlfriend indoors,neutral
685,The men were outside trying to keep their voices down so as not to waken any girlfriend indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,girlfriend,woman,24,The men were outside speaking loudly so as to wake the girlfriend indoors,The men were outside speaking loudly so as to wake the woman indoors,entailment
686,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any dame indoors,entailment,woman,dame,24,The men were outside speaking loudly so as to wake the woman indoors,The men were outside speaking loudly so as to wake the dame indoors,neutral
687,The men were outside trying to keep their voices down so as not to waken any dame indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,dame,woman,24,The men were outside speaking loudly so as to wake the dame indoors,The men were outside speaking loudly so as to wake the woman indoors,entailment
688,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any lass indoors,entailment,woman,lass,24,The men were outside speaking loudly so as to wake the woman indoors,The men were outside speaking loudly so as to wake the lass indoors,neutral
689,The men were outside trying to keep their voices down so as not to waken any lass indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,lass,woman,24,The men were outside speaking loudly so as to wake the lass indoors,The men were outside speaking loudly so as to wake the woman indoors,entailment
690,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any wife indoors,entailment,woman,wife,24,The men were outside speaking loudly so as to wake the woman indoors,The men were outside speaking loudly so as to wake the wife indoors,neutral
691,The men were outside trying to keep their voices down so as not to waken any wife indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,wife,woman,24,The men were outside speaking loudly so as to wake the wife indoors,The men were outside speaking loudly so as to wake the woman indoors,entailment
692,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any sister indoors,entailment,woman,sister,24,The men were outside speaking loudly so as to wake the woman indoors,The men were outside speaking loudly so as to wake the sister indoors,neutral
693,The men were outside trying to keep their voices down so as not to waken any sister indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,sister,woman,24,The men were outside speaking loudly so as to wake the sister indoors,The men were outside speaking loudly so as to wake the woman indoors,entailment
694,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any granny indoors,entailment,woman,granny,24,The men were outside speaking loudly so as to wake the woman indoors,The men were outside speaking loudly so as to wake the granny indoors,neutral
695,The men were outside trying to keep their voices down so as not to waken any granny indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,granny,woman,24,The men were outside speaking loudly so as to wake the granny indoors,The men were outside speaking loudly so as to wake the woman indoors,entailment
