,sentence1,sentence2,gold_label,sentence1_lex,sentence2_lex,group_index,sentence1_edited,sentence2_edited,gold_label_edited
543,People do not have any PCs,People do not have any machines,neutral,pcs,machines,17,It is not the case that people do not have any pcs.,It is not the case that people do not have any machines.,entailment
544,People do not have any machines,People do not have any ATMs,entailment,machines,atms,17,It is not the case that people do not have any machines.,It is not the case that people do not have any atms.,neutral
545,People do not have any ATMs,People do not have any machines,neutral,atms,machines,17,It is not the case that people do not have any atms.,It is not the case that people do not have any machines.,entailment
546,People do not have any machines,People do not have any laptops,entailment,machines,laptops,17,It is not the case that people do not have any machines.,It is not the case that people do not have any laptops.,neutral
547,People do not have any laptops,People do not have any machines,neutral,laptops,machines,17,It is not the case that people do not have any laptops.,It is not the case that people do not have any machines.,entailment
548,People do not have any machines,People do not have any calculators,entailment,machines,calculators,17,It is not the case that people do not have any machines.,It is not the case that people do not have any calculators.,neutral
549,People do not have any calculators,People do not have any machines,neutral,calculators,machines,17,It is not the case that people do not have any calculators.,It is not the case that people do not have any machines.,entailment
550,People do not have any machines,People do not have any turbines,entailment,machines,turbines,17,It is not the case that people do not have any machines.,It is not the case that people do not have any turbines.,neutral
551,People do not have any turbines,People do not have any machines,neutral,turbines,machines,17,It is not the case that people do not have any turbines.,It is not the case that people do not have any machines.,entailment
552,People do not have any machines,People do not have any jackhammers,entailment,machines,jackhammers,17,It is not the case that people do not have any machines.,It is not the case that people do not have any jackhammers.,neutral
553,People do not have any jackhammers,People do not have any machines,neutral,jackhammers,machines,17,It is not the case that people do not have any jackhammers.,It is not the case that people do not have any machines.,entailment
554,People do not have any machines,People do not have any jukeboxes,entailment,machines,jukeboxes,17,It is not the case that people do not have any machines.,It is not the case that people do not have any jukeboxes.,neutral
555,People do not have any jukeboxes,People do not have any machines,neutral,jukeboxes,machines,17,It is not the case that people do not have any jukeboxes.,It is not the case that people do not have any machines.,entailment
556,People do not have any machines,People do not have any generators,entailment,machines,generators,17,It is not the case that people do not have any machines.,It is not the case that people do not have any generators.,neutral
557,People do not have any generators,People do not have any machines,neutral,generators,machines,17,It is not the case that people do not have any generators.,It is not the case that people do not have any machines.,entailment
558,People do not have any machines,People do not have any motors,entailment,machines,motors,17,It is not the case that people do not have any machines.,It is not the case that people do not have any motors.,neutral
559,People do not have any motors,People do not have any machines,neutral,motors,machines,17,It is not the case that people do not have any motors.,It is not the case that people do not have any machines.,entailment
560,People do not have any machines,People do not have any printers,entailment,machines,printers,17,It is not the case that people do not have any machines.,It is not the case that people do not have any printers.,neutral
561,People do not have any printers,People do not have any machines,neutral,printers,machines,17,It is not the case that people do not have any printers.,It is not the case that people do not have any machines.,entailment
562,People do not have any machines,People do not have any treadmills,entailment,machines,treadmills,17,It is not the case that people do not have any machines.,It is not the case that people do not have any treadmills.,neutral
563,People do not have any treadmills,People do not have any machines,neutral,treadmills,machines,17,It is not the case that people do not have any treadmills.,It is not the case that people do not have any machines.,entailment
564,People do not have any machines,People do not have any engines,entailment,machines,engines,17,It is not the case that people do not have any machines.,It is not the case that people do not have any engines.,neutral
565,People do not have any engines,People do not have any machines,neutral,engines,machines,17,It is not the case that people do not have any engines.,It is not the case that people do not have any machines.,entailment
566,People do not have any machines,People do not have any typewriters,entailment,machines,typewriters,17,It is not the case that people do not have any machines.,It is not the case that people do not have any typewriters.,neutral
567,People do not have any typewriters,People do not have any machines,neutral,typewriters,machines,17,It is not the case that people do not have any typewriters.,It is not the case that people do not have any machines.,entailment
568,A male is not tossing anything,A male is not tossing socks,entailment,anything,socks,18,There is no way that a male is not tossing anything.,There is no way that a male is not tossing socks.,neutral
569,A male is not tossing socks,A male is not tossing anything,neutral,socks,anything,18,There is no way that a male is not tossing socks.,There is no way that a male is not tossing anything.,entailment
570,A male is not tossing anything,A male is not tossing packets,entailment,anything,packets,18,There is no way that a male is not tossing anything.,There is no way that a male is not tossing packets.,neutral
571,A male is not tossing packets,A male is not tossing anything,neutral,packets,anything,18,There is no way that a male is not tossing packets.,There is no way that a male is not tossing anything.,entailment
572,A male is not tossing anything,A male is not tossing pictures,entailment,anything,pictures,18,There is no way that a male is not tossing anything.,There is no way that a male is not tossing pictures.,neutral
573,A male is not tossing pictures,A male is not tossing anything,neutral,pictures,anything,18,There is no way that a male is not tossing pictures.,There is no way that a male is not tossing anything.,entailment
574,A male is not tossing anything,A male is not tossing blocks,entailment,anything,blocks,18,There is no way that a male is not tossing anything.,There is no way that a male is not tossing blocks.,neutral
575,A male is not tossing blocks,A male is not tossing anything,neutral,blocks,anything,18,There is no way that a male is not tossing blocks.,There is no way that a male is not tossing anything.,entailment
576,A male is not tossing anything,A male is not tossing bulbs,entailment,anything,bulbs,18,There is no way that a male is not tossing anything.,There is no way that a male is not tossing bulbs.,neutral
577,A male is not tossing bulbs,A male is not tossing anything,neutral,bulbs,anything,18,There is no way that a male is not tossing bulbs.,There is no way that a male is not tossing anything.,entailment
578,A man is not holding anything in his hands.,A man is not holding tongues in his hands.,entailment,anything,tongues,19,It is not true that a man is not holding anything in his hands.,It is not true that a man is not holding tongues in his hands.,neutral
579,A man is not holding tongues in his hands.,A man is not holding anything in his hands.,neutral,tongues,anything,19,It is not true that a man is not holding tongues in his hands.,It is not true that a man is not holding anything in his hands.,entailment
580,A man is not holding anything in his hands.,A man is not holding goods in his hands.,entailment,anything,goods,19,It is not true that a man is not holding anything in his hands.,It is not true that a man is not holding goods in his hands.,neutral
581,A man is not holding goods in his hands.,A man is not holding anything in his hands.,neutral,goods,anything,19,It is not true that a man is not holding goods in his hands.,It is not true that a man is not holding anything in his hands.,entailment
582,A man is not holding anything in his hands.,A man is not holding beverages in his hands.,entailment,anything,beverages,19,It is not true that a man is not holding anything in his hands.,It is not true that a man is not holding beverages in his hands.,neutral
583,A man is not holding beverages in his hands.,A man is not holding anything in his hands.,neutral,beverages,anything,19,It is not true that a man is not holding beverages in his hands.,It is not true that a man is not holding anything in his hands.,entailment
584,A man is not holding anything in his hands.,A man is not holding rats in his hands.,entailment,anything,rats,19,It is not true that a man is not holding anything in his hands.,It is not true that a man is not holding rats in his hands.,neutral
585,A man is not holding rats in his hands.,A man is not holding anything in his hands.,neutral,rats,anything,19,It is not true that a man is not holding rats in his hands.,It is not true that a man is not holding anything in his hands.,entailment
586,A man is not holding anything in his hands.,A man is not holding machines in his hands.,entailment,anything,machines,19,It is not true that a man is not holding anything in his hands.,It is not true that a man is not holding machines in his hands.,neutral
587,A man is not holding machines in his hands.,A man is not holding anything in his hands.,neutral,machines,anything,19,It is not true that a man is not holding machines in his hands.,It is not true that a man is not holding anything in his hands.,entailment
588,A man is not holding anything in his hands.,A man is not holding files in his hands.,entailment,anything,files,19,It is not true that a man is not holding anything in his hands.,It is not true that a man is not holding files in his hands.,neutral
589,A man is not holding files in his hands.,A man is not holding anything in his hands.,neutral,files,anything,19,It is not true that a man is not holding files in his hands.,It is not true that a man is not holding anything in his hands.,entailment
590,A man is not holding anything in his hands.,A man is not holding records in his hands.,entailment,anything,records,19,It is not true that a man is not holding anything in his hands.,It is not true that a man is not holding records in his hands.,neutral
591,A man is not holding records in his hands.,A man is not holding anything in his hands.,neutral,records,anything,19,It is not true that a man is not holding records in his hands.,It is not true that a man is not holding anything in his hands.,entailment
592,A man is not holding anything in his hands.,A man is not holding stamps in his hands.,entailment,anything,stamps,19,It is not true that a man is not holding anything in his hands.,It is not true that a man is not holding stamps in his hands.,neutral
593,A man is not holding stamps in his hands.,A man is not holding anything in his hands.,neutral,stamps,anything,19,It is not true that a man is not holding stamps in his hands.,It is not true that a man is not holding anything in his hands.,entailment
594,A man is not holding anything in his hands.,A man is not holding glasses in his hands.,entailment,anything,glasses,19,It is not true that a man is not holding anything in his hands.,It is not true that a man is not holding glasses in his hands.,neutral
595,A man is not holding glasses in his hands.,A man is not holding anything in his hands.,neutral,glasses,anything,19,It is not true that a man is not holding glasses in his hands.,It is not true that a man is not holding anything in his hands.,entailment
596,A man is not holding anything in his hands.,A man is not holding snakes in his hands.,entailment,anything,snakes,19,It is not true that a man is not holding anything in his hands.,It is not true that a man is not holding snakes in his hands.,neutral
597,A man is not holding snakes in his hands.,A man is not holding anything in his hands.,neutral,snakes,anything,19,It is not true that a man is not holding snakes in his hands.,It is not true that a man is not holding anything in his hands.,entailment
598,A man is not holding anything in his hands.,A man is not holding trophies in his hands.,entailment,anything,trophies,19,It is not true that a man is not holding anything in his hands.,It is not true that a man is not holding trophies in his hands.,neutral
599,A man is not holding trophies in his hands.,A man is not holding anything in his hands.,neutral,trophies,anything,19,It is not true that a man is not holding trophies in his hands.,It is not true that a man is not holding anything in his hands.,entailment
600,A man is not holding anything in his hands.,A man is not holding reports in his hands.,entailment,anything,reports,19,It is not true that a man is not holding anything in his hands.,It is not true that a man is not holding reports in his hands.,neutral
601,A man is not holding reports in his hands.,A man is not holding anything in his hands.,neutral,reports,anything,19,It is not true that a man is not holding reports in his hands.,It is not true that a man is not holding anything in his hands.,entailment
602,The skier did not notice a large tree dragging behind him.,The skier did not notice a large plant dragging behind him.,neutral,tree,plant,20,It is a lie that the skier did not notice a large tree dragging behind him.,It is a lie that the skier did not notice a large plant dragging behind him.,entailment
603,The skier did not notice a large plant dragging behind him.,The skier did not notice a large tree dragging behind him.,entailment,plant,tree,20,It is a lie that the skier did not notice a large plant dragging behind him.,It is a lie that the skier did not notice a large tree dragging behind him.,neutral
604,The skier did not notice a large tree dragging behind him.,The skier did not notice a large fir dragging behind him.,entailment,tree,fir,20,It is a lie that the skier did not notice a large tree dragging behind him.,It is a lie that the skier did not notice a large fir dragging behind him.,neutral
605,The skier did not notice a large fir dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,fir,tree,20,It is a lie that the skier did not notice a large fir dragging behind him.,It is a lie that the skier did not notice a large tree dragging behind him.,entailment
606,The skier did not notice a large tree dragging behind him.,The skier did not notice a large dogwood dragging behind him.,entailment,tree,dogwood,20,It is a lie that the skier did not notice a large tree dragging behind him.,It is a lie that the skier did not notice a large dogwood dragging behind him.,neutral
607,The skier did not notice a large dogwood dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,dogwood,tree,20,It is a lie that the skier did not notice a large dogwood dragging behind him.,It is a lie that the skier did not notice a large tree dragging behind him.,entailment
608,The skier did not notice a large tree dragging behind him.,The skier did not notice a large cedar dragging behind him.,entailment,tree,cedar,20,It is a lie that the skier did not notice a large tree dragging behind him.,It is a lie that the skier did not notice a large cedar dragging behind him.,neutral
609,The skier did not notice a large cedar dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,cedar,tree,20,It is a lie that the skier did not notice a large cedar dragging behind him.,It is a lie that the skier did not notice a large tree dragging behind him.,entailment
610,The skier did not notice a large tree dragging behind him.,The skier did not notice a large magnolia dragging behind him.,entailment,tree,magnolia,20,It is a lie that the skier did not notice a large tree dragging behind him.,It is a lie that the skier did not notice a large magnolia dragging behind him.,neutral
611,The skier did not notice a large magnolia dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,magnolia,tree,20,It is a lie that the skier did not notice a large magnolia dragging behind him.,It is a lie that the skier did not notice a large tree dragging behind him.,entailment
612,The skier did not notice a large tree dragging behind him.,The skier did not notice a large sycamore dragging behind him.,entailment,tree,sycamore,20,It is a lie that the skier did not notice a large tree dragging behind him.,It is a lie that the skier did not notice a large sycamore dragging behind him.,neutral
613,The skier did not notice a large sycamore dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,sycamore,tree,20,It is a lie that the skier did not notice a large sycamore dragging behind him.,It is a lie that the skier did not notice a large tree dragging behind him.,entailment
614,The skier did not notice a large tree dragging behind him.,The skier did not notice a large willow dragging behind him.,entailment,tree,willow,20,It is a lie that the skier did not notice a large tree dragging behind him.,It is a lie that the skier did not notice a large willow dragging behind him.,neutral
615,The skier did not notice a large willow dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,willow,tree,20,It is a lie that the skier did not notice a large willow dragging behind him.,It is a lie that the skier did not notice a large tree dragging behind him.,entailment
616,The skier did not notice a large tree dragging behind him.,The skier did not notice a large ash dragging behind him.,entailment,tree,ash,20,It is a lie that the skier did not notice a large tree dragging behind him.,It is a lie that the skier did not notice a large ash dragging behind him.,neutral
617,The skier did not notice a large ash dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,ash,tree,20,It is a lie that the skier did not notice a large ash dragging behind him.,It is a lie that the skier did not notice a large tree dragging behind him.,entailment
618,The skier did not notice a large tree dragging behind him.,The skier did not notice a large birch dragging behind him.,entailment,tree,birch,20,It is a lie that the skier did not notice a large tree dragging behind him.,It is a lie that the skier did not notice a large birch dragging behind him.,neutral
619,The skier did not notice a large birch dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,birch,tree,20,It is a lie that the skier did not notice a large birch dragging behind him.,It is a lie that the skier did not notice a large tree dragging behind him.,entailment
620,The skier did not notice a large tree dragging behind him.,The skier did not notice a large pine dragging behind him.,entailment,tree,pine,20,It is a lie that the skier did not notice a large tree dragging behind him.,It is a lie that the skier did not notice a large pine dragging behind him.,neutral
621,The skier did not notice a large pine dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,pine,tree,20,It is a lie that the skier did not notice a large pine dragging behind him.,It is a lie that the skier did not notice a large tree dragging behind him.,entailment
622,The skier did not notice a large tree dragging behind him.,The skier did not notice a large palm dragging behind him.,entailment,tree,palm,20,It is a lie that the skier did not notice a large tree dragging behind him.,It is a lie that the skier did not notice a large palm dragging behind him.,neutral
623,The skier did not notice a large palm dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,palm,tree,20,It is a lie that the skier did not notice a large palm dragging behind him.,It is a lie that the skier did not notice a large tree dragging behind him.,entailment
624,The skier did not notice a large tree dragging behind him.,The skier did not notice a large oak dragging behind him.,entailment,tree,oak,20,It is a lie that the skier did not notice a large tree dragging behind him.,It is a lie that the skier did not notice a large oak dragging behind him.,neutral
625,The skier did not notice a large oak dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,oak,tree,20,It is a lie that the skier did not notice a large oak dragging behind him.,It is a lie that the skier did not notice a large tree dragging behind him.,entailment
626,The skier did not notice a large tree dragging behind him.,The skier did not notice a large maple dragging behind him.,entailment,tree,maple,20,It is a lie that the skier did not notice a large tree dragging behind him.,It is a lie that the skier did not notice a large maple dragging behind him.,neutral
627,The skier did not notice a large maple dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,maple,tree,20,It is a lie that the skier did not notice a large maple dragging behind him.,It is a lie that the skier did not notice a large tree dragging behind him.,entailment
628,The skier did not notice a large tree dragging behind him.,The skier did not notice a large cypress dragging behind him.,entailment,tree,cypress,20,It is a lie that the skier did not notice a large tree dragging behind him.,It is a lie that the skier did not notice a large cypress dragging behind him.,neutral
629,The skier did not notice a large cypress dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,cypress,tree,20,It is a lie that the skier did not notice a large cypress dragging behind him.,It is a lie that the skier did not notice a large tree dragging behind him.,entailment
630,The skier did not notice a large tree dragging behind him.,The skier did not notice a large elm dragging behind him.,entailment,tree,elm,20,It is a lie that the skier did not notice a large tree dragging behind him.,It is a lie that the skier did not notice a large elm dragging behind him.,neutral
631,The skier did not notice a large elm dragging behind him.,The skier did not notice a large tree dragging behind him.,neutral,elm,tree,20,It is a lie that the skier did not notice a large elm dragging behind him.,It is a lie that the skier did not notice a large tree dragging behind him.,entailment
632,There is not a man cutting hair in the background.,There is not an adult cutting hair in the background.,neutral,man,adult,21,It is not the case that there is not a man cutting hair in the background.,It is not the case that there is not a adult cutting hair in the background.,entailment
633,There is not an adult cutting hair in the background.,There is not a man cutting hair in the background.,entailment,adult,man,21,It is not the case that there is not a adult cutting hair in the background.,It is not the case that there is not a man cutting hair in the background.,neutral
634,There is not a man cutting hair in the background.,There is not a person cutting hair in the background.,neutral,man,person,21,It is not the case that there is not a man cutting hair in the background.,It is not the case that there is not a person cutting hair in the background.,entailment
635,There is not a person cutting hair in the background.,There is not a man cutting hair in the background.,entailment,person,man,21,It is not the case that there is not a person cutting hair in the background.,It is not the case that there is not a man cutting hair in the background.,neutral
636,There is not a man cutting hair in the background.,There is not a boyfriend cutting hair in the background.,entailment,man,boyfriend,21,It is not the case that there is not a man cutting hair in the background.,It is not the case that there is not a boyfriend cutting hair in the background.,neutral
637,There is not a boyfriend cutting hair in the background.,There is not a man cutting hair in the background.,neutral,boyfriend,man,21,It is not the case that there is not a boyfriend cutting hair in the background.,It is not the case that there is not a man cutting hair in the background.,entailment
638,the man is not cutting the fish,the man is not cutting the tuna,entailment,fish,tuna,22,The statement that the man is not cutting the fish is untrue.,The statement that the man is not cutting the tuna is untrue.,neutral
639,the man is not cutting the tuna,the man is not cutting the fish,neutral,tuna,fish,22,The statement that the man is not cutting the tuna is untrue.,The statement that the man is not cutting the fish is untrue.,entailment
640,the man is not cutting the fish,the man is not cutting the trout,entailment,fish,trout,22,The statement that the man is not cutting the fish is untrue.,The statement that the man is not cutting the trout is untrue.,neutral
641,the man is not cutting the trout,the man is not cutting the fish,neutral,trout,fish,22,The statement that the man is not cutting the trout is untrue.,The statement that the man is not cutting the fish is untrue.,entailment
642,the man is not cutting the fish,the man is not cutting the catfish,entailment,fish,catfish,22,The statement that the man is not cutting the fish is untrue.,The statement that the man is not cutting the catfish is untrue.,neutral
643,the man is not cutting the catfish,the man is not cutting the fish,neutral,catfish,fish,22,The statement that the man is not cutting the catfish is untrue.,The statement that the man is not cutting the fish is untrue.,entailment
644,the man is not cutting the fish,the man is not cutting the salmon,entailment,fish,salmon,22,The statement that the man is not cutting the fish is untrue.,The statement that the man is not cutting the salmon is untrue.,neutral
645,the man is not cutting the salmon,the man is not cutting the fish,neutral,salmon,fish,22,The statement that the man is not cutting the salmon is untrue.,The statement that the man is not cutting the fish is untrue.,entailment
646,the man is not cutting the fish,the man is not cutting the goldfish,entailment,fish,goldfish,22,The statement that the man is not cutting the fish is untrue.,The statement that the man is not cutting the goldfish is untrue.,neutral
647,the man is not cutting the goldfish,the man is not cutting the fish,neutral,goldfish,fish,22,The statement that the man is not cutting the goldfish is untrue.,The statement that the man is not cutting the fish is untrue.,entailment
648,the man is not cutting the fish,the man is not cutting the bass,entailment,fish,bass,22,The statement that the man is not cutting the fish is untrue.,The statement that the man is not cutting the bass is untrue.,neutral
649,the man is not cutting the bass,the man is not cutting the fish,neutral,bass,fish,22,The statement that the man is not cutting the bass is untrue.,The statement that the man is not cutting the fish is untrue.,entailment
650,the man is not cutting the fish,the man is not cutting the herring,entailment,fish,herring,22,The statement that the man is not cutting the fish is untrue.,The statement that the man is not cutting the herring is untrue.,neutral
651,the man is not cutting the herring,the man is not cutting the fish,neutral,herring,fish,22,The statement that the man is not cutting the herring is untrue.,The statement that the man is not cutting the fish is untrue.,entailment
652,the man is not cutting the fish,the man is not cutting the marlin,entailment,fish,marlin,22,The statement that the man is not cutting the fish is untrue.,The statement that the man is not cutting the marlin is untrue.,neutral
653,the man is not cutting the marlin,the man is not cutting the fish,neutral,marlin,fish,22,The statement that the man is not cutting the marlin is untrue.,The statement that the man is not cutting the fish is untrue.,entailment
654,the man is not cutting the fish,the man is not cutting the swordfish,entailment,fish,swordfish,22,The statement that the man is not cutting the fish is untrue.,The statement that the man is not cutting the swordfish is untrue.,neutral
655,the man is not cutting the swordfish,the man is not cutting the fish,neutral,swordfish,fish,22,The statement that the man is not cutting the swordfish is untrue.,The statement that the man is not cutting the fish is untrue.,entailment
656,The girls are cutting the cake and not letting any man cut it.,The girls are cutting the cake and not letting any adult cut it.,neutral,man,adult,23,The statement that the girls are cutting the cake and not letting any man cut it is false.,The statement that the girls are cutting the cake and not letting any adult cut it is false.,entailment
657,The girls are cutting the cake and not letting any adult cut it.,The girls are cutting the cake and not letting any man cut it.,entailment,adult,man,23,The statement that the girls are cutting the cake and not letting any adult cut it is false.,The statement that the girls are cutting the cake and not letting any man cut it is false.,neutral
658,The girls are cutting the cake and not letting any man cut it.,The girls are cutting the cake and not letting any bachelor cut it.,entailment,man,bachelor,23,The statement that the girls are cutting the cake and not letting any man cut it is false.,The statement that the girls are cutting the cake and not letting any bachelor cut it is false.,neutral
659,The girls are cutting the cake and not letting any bachelor cut it.,The girls are cutting the cake and not letting any man cut it.,neutral,bachelor,man,23,The statement that the girls are cutting the cake and not letting any bachelor cut it is false.,The statement that the girls are cutting the cake and not letting any man cut it is false.,entailment
660,The girls are cutting the cake and not letting any man cut it.,The girls are cutting the cake and not letting any boyfriend cut it.,entailment,man,boyfriend,23,The statement that the girls are cutting the cake and not letting any man cut it is false.,The statement that the girls are cutting the cake and not letting any boyfriend cut it is false.,neutral
661,The girls are cutting the cake and not letting any boyfriend cut it.,The girls are cutting the cake and not letting any man cut it.,neutral,boyfriend,man,23,The statement that the girls are cutting the cake and not letting any boyfriend cut it is false.,The statement that the girls are cutting the cake and not letting any man cut it is false.,entailment
662,The girls are cutting the cake and not letting any man cut it.,The girls are cutting the cake and not letting any gent cut it.,entailment,man,gent,23,The statement that the girls are cutting the cake and not letting any man cut it is false.,The statement that the girls are cutting the cake and not letting any gent cut it is false.,neutral
663,The girls are cutting the cake and not letting any gent cut it.,The girls are cutting the cake and not letting any man cut it.,neutral,gent,man,23,The statement that the girls are cutting the cake and not letting any gent cut it is false.,The statement that the girls are cutting the cake and not letting any man cut it is false.,entailment
664,The girls are cutting the cake and not letting any man cut it.,The girls are cutting the cake and not letting any gentleman cut it.,entailment,man,gentleman,23,The statement that the girls are cutting the cake and not letting any man cut it is false.,The statement that the girls are cutting the cake and not letting any gentleman cut it is false.,neutral
665,The girls are cutting the cake and not letting any gentleman cut it.,The girls are cutting the cake and not letting any man cut it.,neutral,gentleman,man,23,The statement that the girls are cutting the cake and not letting any gentleman cut it is false.,The statement that the girls are cutting the cake and not letting any man cut it is false.,entailment
666,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any adult indoors,neutral,woman,adult,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the adult indoors.,entailment
667,The men were outside trying to keep their voices down so as not to waken any adult indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,entailment,adult,woman,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the adult indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,neutral
668,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any widow indoors,entailment,woman,widow,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the widow indoors.,neutral
669,The men were outside trying to keep their voices down so as not to waken any widow indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,widow,woman,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the widow indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,entailment
670,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any bridesmaid indoors,entailment,woman,bridesmaid,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the bridesmaid indoors.,neutral
671,The men were outside trying to keep their voices down so as not to waken any bridesmaid indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,bridesmaid,woman,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the bridesmaid indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,entailment
672,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any mistress indoors,entailment,woman,mistress,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the mistress indoors.,neutral
673,The men were outside trying to keep their voices down so as not to waken any mistress indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,mistress,woman,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the mistress indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,entailment
674,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any maid indoors,entailment,woman,maid,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the maid indoors.,neutral
675,The men were outside trying to keep their voices down so as not to waken any maid indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,maid,woman,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the maid indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,entailment
676,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any bachelorette indoors,entailment,woman,bachelorette,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the bachelorette indoors.,neutral
677,The men were outside trying to keep their voices down so as not to waken any bachelorette indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,bachelorette,woman,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the bachelorette indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,entailment
678,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any ex-wife indoors,entailment,woman,ex-wife,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the ex-wife indoors.,neutral
679,The men were outside trying to keep their voices down so as not to waken any ex-wife indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,ex-wife,woman,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the ex-wife indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,entailment
680,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any housewife indoors,entailment,woman,housewife,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the housewife indoors.,neutral
681,The men were outside trying to keep their voices down so as not to waken any housewife indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,housewife,woman,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the housewife indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,entailment
682,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any matriarch indoors,entailment,woman,matriarch,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the matriarch indoors.,neutral
683,The men were outside trying to keep their voices down so as not to waken any matriarch indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,matriarch,woman,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the matriarch indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,entailment
684,The men were outside trying to keep their voices down so as not to waken any woman indoors,The men were outside trying to keep their voices down so as not to waken any girlfriend indoors,entailment,woman,girlfriend,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the girlfriend indoors.,neutral
685,The men were outside trying to keep their voices down so as not to waken any girlfriend indoors,The men were outside trying to keep their voices down so as not to waken any woman indoors,neutral,girlfriend,woman,24,It is a lie that the people were outside trying to keep their voices down so as not to waken the girlfriend indoors.,It is a lie that the people were outside trying to keep their voices down so as not to waken the woman indoors.,entailment
